,Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Total Cost
9260,490127,21181,PLEASE ONE PERSON  METAL SIGN,6,2009-12-03 18:13:00,2.1,14156.0,EIRE,12.600000000000001
9261,490127,21770,OPEN CLOSED METAL SIGN,2,2009-12-03 18:13:00,4.95,14156.0,EIRE,9.9
9262,490127,21903,MAN FLU METAL SIGN,6,2009-12-03 18:13:00,2.1,14156.0,EIRE,12.600000000000001
9263,490127,22112,CHOCOLATE HOT WATER BOTTLE,6,2009-12-03 18:13:00,4.95,14156.0,EIRE,29.700000000000003
9264,490127,22114,HOT WATER BOTTLE TEA AND SYMPATHY,8,2009-12-03 18:13:00,3.95,14156.0,EIRE,31.6
9265,490127,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,3,2009-12-03 18:13:00,4.95,14156.0,EIRE,14.850000000000001
9266,490127,22186,RED STAR CARD HOLDER,6,2009-12-03 18:13:00,2.95,14156.0,EIRE,17.700000000000003
9267,490127,22200,FRYING PAN PINK POLKADOT ,4,2009-12-03 18:13:00,4.25,14156.0,EIRE,17.0
9268,490127,22202,MILK PAN PINK RETROSPOT,4,2009-12-03 18:13:00,3.75,14156.0,EIRE,15.0
9269,490127,22215,CAKE STAND WHITE TWO TIER LACE,2,2009-12-03 18:13:00,8.5,14156.0,EIRE,17.0
9270,490127,22218,CAKE STAND LACE WHITE,3,2009-12-03 18:13:00,4.25,14156.0,EIRE,12.75
9271,490127,22275,WEEKEND BAG VINTAGE ROSE PAISLEY,2,2009-12-03 18:13:00,8.5,14156.0,EIRE,17.0
9272,490127,22276,WASH BAG VINTAGE ROSE PAISLEY,6,2009-12-03 18:13:00,2.55,14156.0,EIRE,15.299999999999999
9273,490127,22323,PINK POLKADOT KIDS BAG,3,2009-12-03 18:13:00,4.95,14156.0,EIRE,14.850000000000001
9274,490127,22347,PIZZA SLICE DISH,12,2009-12-03 18:13:00,1.25,14156.0,EIRE,15.0
9275,490127,22348,TEA BAG PLATE RED SPOTTY ,12,2009-12-03 18:13:00,0.85,14156.0,EIRE,10.2
9276,490127,22415,WHITE TISSUE REAM,1,2009-12-03 18:13:00,7.95,14156.0,EIRE,7.95
9277,490127,37500,TEA TIME TEAPOT IN GIFT BOX,2,2009-12-03 18:13:00,9.95,14156.0,EIRE,19.9
9278,490127,37503,TEA TIME CAKE STAND IN GIFT BOX,2,2009-12-03 18:13:00,10.75,14156.0,EIRE,21.5
9279,490127,45008C,DECORATIVE NET CANOPY CREAM,2,2009-12-03 18:13:00,8.95,14156.0,EIRE,17.9
9280,490127,47503G,ASS FLORAL PRINT TAPE MEASURE,12,2009-12-03 18:13:00,1.25,14156.0,EIRE,15.0
9281,490127,47580,TEA TIME DES TEA COSY,6,2009-12-03 18:13:00,2.55,14156.0,EIRE,15.299999999999999
9282,490127,20750, RED/WHITE DOT MINI CASES,2,2009-12-03 18:13:00,7.95,14156.0,EIRE,15.9
9283,490127,20753,RETRO PINK SPOT WASHING UP GLOVES,6,2009-12-03 18:13:00,2.1,14156.0,EIRE,12.600000000000001
9284,490127,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2009-12-03 18:13:00,1.95,14156.0,EIRE,23.4
9285,490127,84378,SET OF 3 HEART COOKIE CUTTERS,12,2009-12-03 18:13:00,1.25,14156.0,EIRE,15.0
9286,490127,84562A,PINK/WHITE RIBBED MELAMINE JUG,2,2009-12-03 18:13:00,7.95,14156.0,EIRE,15.9
9287,490127,84854,GIRLY PINK TOOL SET,4,2009-12-03 18:13:00,4.95,14156.0,EIRE,19.8
9288,490127,84880,WHITE WIRE EGG HOLDER,3,2009-12-03 18:13:00,5.95,14156.0,EIRE,17.85
9289,490127,84991,60 TEATIME FAIRY CAKE CASES,24,2009-12-03 18:13:00,0.55,14156.0,EIRE,13.200000000000001
9290,490127,84993A,75 GREEN PETIT FOUR CASES,24,2009-12-03 18:13:00,0.42,14156.0,EIRE,10.08
9291,490127,85232A,SET/3 POLKA DOT STACKING TINS,3,2009-12-03 18:13:00,4.95,14156.0,EIRE,14.850000000000001
9292,490127,C2,CARRIAGE,1,2009-12-03 18:13:00,50.0,14156.0,EIRE,50.0
14481,490541,C2,CARRIAGE,1,2009-12-07 09:25:00,50.0,,EIRE,50.0
14482,490541,85123A,WHITE HANGING HEART T-LIGHT HOLDER,96,2009-12-07 09:25:00,2.55,,EIRE,244.79999999999998
14483,490542,47570B,TEA TIME TABLE CLOTH,8,2009-12-07 09:42:00,10.65,14911.0,EIRE,85.2
14484,490542,79341,WILLOW BRANCH LIGHTS.,12,2009-12-07 09:42:00,6.75,14911.0,EIRE,81.0
14485,490542,37449,CERAMIC CAKE STAND + HANGING CAKES,8,2009-12-07 09:42:00,8.5,14911.0,EIRE,68.0
14486,490542,22275,WEEKEND BAG VINTAGE ROSE PAISLEY,12,2009-12-07 09:42:00,7.65,14911.0,EIRE,91.80000000000001
14487,490542,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,9,2009-12-07 09:42:00,4.95,14911.0,EIRE,44.550000000000004
14488,490542,22138,BAKING SET 9 PIECE RETROSPOT ,9,2009-12-07 09:42:00,4.95,14911.0,EIRE,44.550000000000004
14489,490542,37343,SPOTS DESIGN MUG W PINK INSIDE,12,2009-12-07 09:42:00,1.65,14911.0,EIRE,19.799999999999997
14490,490542,21477,STRING OF 20 ROSE LIGHTS,2,2009-12-07 09:42:00,12.75,14911.0,EIRE,25.5
14491,490542,21479,WHITE SKULL HOT WATER BOTTLE ,4,2009-12-07 09:42:00,3.75,14911.0,EIRE,15.0
14492,490542,84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,3,2009-12-07 09:42:00,4.65,14911.0,EIRE,13.950000000000001
14493,490542,84029E,RED WOOLLY HOTTIE WHITE HEART.,8,2009-12-07 09:42:00,3.75,14911.0,EIRE,30.0
14494,490542,47591D,PINK FAIRY CAKE CHILD'S APRON,8,2009-12-07 09:42:00,1.95,14911.0,EIRE,15.6
14495,490542,47591C,BLUE FAIRY CAKE CHILD'S APRON,8,2009-12-07 09:42:00,1.95,14911.0,EIRE,15.6
14496,490542,15060B,FAIRY CAKE DESIGN UMBRELLA,4,2009-12-07 09:42:00,3.75,14911.0,EIRE,15.0
14497,490542,48129,DOOR MAT TOPIARY,2,2009-12-07 09:42:00,6.75,14911.0,EIRE,13.5
14498,490542,85065,CREAM SWEETHEART TRAYS,1,2009-12-07 09:42:00,12.75,14911.0,EIRE,12.75
14499,490542,46000S,POLYESTER FILLER PAD 40x40cm,6,2009-12-07 09:42:00,1.45,14911.0,EIRE,8.7
14500,490542,84619,BLUE GINGHAM ROSE QUILT ,1,2009-12-07 09:42:00,45.95,14911.0,EIRE,45.95
14501,490542,79072,TEATIME CAKE TIN WITH HANDLE,2,2009-12-07 09:42:00,9.95,14911.0,EIRE,19.9
14502,490542,C2,CARRIAGE,1,2009-12-07 09:42:00,50.0,14911.0,EIRE,50.0
15440,490687,21257,VICTORIAN SEWING BOX MEDIUM,2,2009-12-07 13:49:00,7.95,14911.0,EIRE,15.9
15441,490687,21469,POLKA DOT RAFFIA FOOD COVER,6,2009-12-07 13:49:00,3.75,14911.0,EIRE,22.5
15442,490687,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,2,2009-12-07 13:49:00,9.95,14911.0,EIRE,19.9
15443,490687,85132C,CHARLIE AND LOLA FIGURES TINS,2,2009-12-07 13:49:00,9.95,14911.0,EIRE,19.9
15444,490687,85132A,CHARLIE + LOLA BISCUITS TINS,2,2009-12-07 13:49:00,9.95,14911.0,EIRE,19.9
15445,490687,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2009-12-07 13:49:00,2.95,14911.0,EIRE,35.400000000000006
15446,490687,46000P,POLYESTER FILLER PAD 65CMx65CM,2,2009-12-07 13:49:00,4.25,14911.0,EIRE,8.5
15447,490687,85047,WHITE BEADED GARLAND STRING 20LIGHT,4,2009-12-07 13:49:00,6.35,14911.0,EIRE,25.4
15448,490687,85042,ANTIQUE LILY FAIRY LIGHTS,4,2009-12-07 13:49:00,4.95,14911.0,EIRE,19.8
15449,490687,84991,60 TEATIME FAIRY CAKE CASES,24,2009-12-07 13:49:00,0.55,14911.0,EIRE,13.200000000000001
15450,490687,84987,SET OF 36 TEATIME PAPER DOILIES,12,2009-12-07 13:49:00,1.45,14911.0,EIRE,17.4
15451,490687,84949,SILVER HANGING T-LIGHT HOLDER,12,2009-12-07 13:49:00,1.65,14911.0,EIRE,19.799999999999997
15452,490687,84946,ANTIQUE SILVER TEA GLASS ETCHED,12,2009-12-07 13:49:00,1.25,14911.0,EIRE,15.0
15453,490687,22198,"POPCORN HOLDER , LARGE",12,2009-12-07 13:49:00,1.65,14911.0,EIRE,19.799999999999997
15454,490687,37503,TEA TIME CAKE STAND IN GIFT BOX,4,2009-12-07 13:49:00,10.75,14911.0,EIRE,43.0
15455,490687,21843,RETRO SPOT CAKE STAND,4,2009-12-07 13:49:00,10.95,14911.0,EIRE,43.8
15456,490687,22138,BAKING SET 9 PIECE RETROSPOT ,6,2009-12-07 13:49:00,4.95,14911.0,EIRE,29.700000000000003
15457,490687,22114,HOT WATER BOTTLE TEA AND SYMPATHY,6,2009-12-07 13:49:00,3.95,14911.0,EIRE,23.700000000000003
15458,490687,22112,CHOCOLATE HOT WATER BOTTLE,8,2009-12-07 13:49:00,4.95,14911.0,EIRE,39.6
15459,490687,22101,MIRROR MOSAIC VOTIVE HOLDER,6,2009-12-07 13:49:00,2.1,14911.0,EIRE,12.600000000000001
15460,490687,21784,SHOE SHINE BOX ,2,2009-12-07 13:49:00,9.95,14911.0,EIRE,19.9
15461,490687,21737,SET 3 WICKER LOG BASKETS,2,2009-12-07 13:49:00,19.95,14911.0,EIRE,39.9
15462,490687,21733,RED HANGING HEART T-LIGHT HOLDER,12,2009-12-07 13:49:00,2.95,14911.0,EIRE,35.400000000000006
15463,490687,21674,RIDGED GLASS PENDANT LAMPSHADE,2,2009-12-07 13:49:00,16.95,14911.0,EIRE,33.9
15464,490687,21648,ASSORTED TUTTI FRUTTI SMALL PURSE,24,2009-12-07 13:49:00,1.25,14911.0,EIRE,30.0
15465,490687,21553,CERAMIC BIRDHOUSE FINCH BLUE  LARGE,2,2009-12-07 13:49:00,5.95,14911.0,EIRE,11.9
15466,490687,21552,CERAMIC BIRDHOUSE BLACK ROSE  LARGE,2,2009-12-07 13:49:00,5.95,14911.0,EIRE,11.9
15467,490687,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,6,2009-12-07 13:49:00,3.75,14911.0,EIRE,22.5
15477,490687,21258,VICTORIAN SEWING BOX LARGE,1,2009-12-07 13:49:00,12.75,14911.0,EIRE,12.75
15478,490687,21210,SET OF 72 RETRO SPOT PAPER  DOILIES,12,2009-12-07 13:49:00,1.45,14911.0,EIRE,17.4
15479,490687,21212,PACK OF 72 RETRO SPOT CAKE CASES,24,2009-12-07 13:49:00,0.55,14911.0,EIRE,13.200000000000001
15480,490687,21976,PACK OF 60 MUSHROOM CAKE CASES,24,2009-12-07 13:49:00,0.55,14911.0,EIRE,13.200000000000001
15481,490687,21146,ANTIQUE GLASS RIDGED HANGING BALL,12,2009-12-07 13:49:00,1.95,14911.0,EIRE,23.4
15482,490687,21143,ANTIQUE GLASS HEART DECORATION ,12,2009-12-07 13:49:00,1.95,14911.0,EIRE,23.4
15483,490687,20754,RETRO RED SPOTTY WASHING UP GLOVES,6,2009-12-07 13:49:00,2.1,14911.0,EIRE,12.600000000000001
15484,490687,20752,RETRO BLUE SPOTTY WASHING UP GLOVES,6,2009-12-07 13:49:00,2.1,14911.0,EIRE,12.600000000000001
15485,490687,20751,FUNKY WASHING UP GLOVES ASSORTED,18,2009-12-07 13:49:00,2.1,14911.0,EIRE,37.800000000000004
15486,490687,20749,ASSORTED COLOUR MINI CASES,4,2009-12-07 13:49:00,7.95,14911.0,EIRE,31.8
15487,490687,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,8,2009-12-07 13:49:00,4.95,14911.0,EIRE,39.6
15488,490687,22187,GREEN CHRISTMAS TREE CARD HOLDER,4,2009-12-07 13:49:00,4.25,14911.0,EIRE,17.0
16055,C490721,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2009-12-07 15:45:00,1.25,14156.0,EIRE,-1.25
16056,C490721,84782C,GREEN 3 TIER GLASS PLATE STAND,-1,2009-12-07 15:45:00,12.75,14156.0,EIRE,-12.75
18174,C490934,20914,SET/5 RED SPOTTY LID GLASS BOWLS,-1,2009-12-08 13:49:00,2.55,14156.0,EIRE,-2.55
19286,490972,20888,SET 3 JARDIN DE FEMME SCENT CANDLES,24,2009-12-08 16:40:00,1.25,14911.0,EIRE,30.0
19287,490972,72753C,S/3 FLWR FAIRY ROSE CANDLES,16,2009-12-08 16:40:00,2.1,14911.0,EIRE,33.6
19288,490972,72753A,S/3 FLWR FAIRY LILLY CANDLES,16,2009-12-08 16:40:00,2.1,14911.0,EIRE,33.6
19289,490972,84396,6 HOOK JEWELLERY STAND BLACK DRESS,12,2009-12-08 16:40:00,1.95,14911.0,EIRE,23.4
19290,490972,21164,HOME SWEET HOME METAL SIGN ,18,2009-12-08 16:40:00,2.95,14911.0,EIRE,53.1
19291,490972,21908,CHOCOLATE THIS WAY METAL SIGN,18,2009-12-08 16:40:00,2.1,14911.0,EIRE,37.800000000000004
19292,490972,84971S,SMALL HEART FLOWERS HOOK ,48,2009-12-08 16:40:00,0.85,14911.0,EIRE,40.8
19293,490972,82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",16,2009-12-08 16:40:00,1.25,14911.0,EIRE,20.0
19294,490972,82613D,METAL SIGN CUPCAKE SINGLE HOOK,16,2009-12-08 16:40:00,1.25,14911.0,EIRE,20.0
19295,490972,22415,WHITE TISSUE REAM,2,2009-12-08 16:40:00,7.95,14911.0,EIRE,15.9
19296,490972,21669,BLUE STRIPE CERAMIC DRAWER KNOB,48,2009-12-08 16:40:00,1.25,14911.0,EIRE,60.0
19297,490972,21668,RED STRIPE CERAMIC DRAWER KNOB,48,2009-12-08 16:40:00,1.25,14911.0,EIRE,60.0
19298,490972,21670,BLUE SPOT CERAMIC DRAWER KNOB,24,2009-12-08 16:40:00,1.25,14911.0,EIRE,30.0
19299,490972,21671,RED SPOT CERAMIC DRAWER KNOB,24,2009-12-08 16:40:00,1.25,14911.0,EIRE,30.0
19300,490972,22224,WHITE LOVEBIRD LANTERN,12,2009-12-08 16:40:00,2.95,14911.0,EIRE,35.400000000000006
19301,490972,22223,CAKE PLATE LOVEBIRD PINK,3,2009-12-08 16:40:00,4.95,14911.0,EIRE,14.850000000000001
19302,490972,84510A,SET OF 4 ENGLISH ROSE COASTERS,10,2009-12-08 16:40:00,1.25,14911.0,EIRE,12.5
19303,490972,84510B,SET OF 4 FAIRY CAKES COASTERS ,20,2009-12-08 16:40:00,1.25,14911.0,EIRE,25.0
19304,490972,84926C,FAIRY CAKES TILE COASTER,12,2009-12-08 16:40:00,1.25,14911.0,EIRE,15.0
19305,490972,84509A,ENGLISH ROSE PLACEMATS,8,2009-12-08 16:40:00,3.75,14911.0,EIRE,30.0
19306,490972,20679,EDWARDIAN PARASOL RED,6,2009-12-08 16:40:00,5.95,14911.0,EIRE,35.7
19307,490972,15056BL,EDWARDIAN PARASOL BLACK,6,2009-12-08 16:40:00,5.95,14911.0,EIRE,35.7
19308,490972,85014D,PINK/BROWN DOTS RUFFLED UMBRELLA,6,2009-12-08 16:40:00,5.95,14911.0,EIRE,35.7
19526,C490997,21053,ZINC HEART HANGER WITH HOOKS,-1,2009-12-08 17:24:00,4.25,14911.0,EIRE,-4.25
19527,C490997,21652,GLASS ETCHED T-LIGHT HOLDER MEDIUM,-6,2009-12-08 17:24:00,1.95,14911.0,EIRE,-11.7
19644,C491013,21259,VICTORIAN SEWING BOX SMALL ,-1,2009-12-08 18:28:00,5.95,14911.0,EIRE,-5.95
19645,C491013,21249,WOODLAND  HEIGHT CHART STICKERS ,-6,2009-12-08 18:28:00,2.95,14911.0,EIRE,-17.700000000000003
19646,C491013,21843,RETRO SPOT CAKE STAND,-1,2009-12-08 18:28:00,10.95,14911.0,EIRE,-10.95
19683,C491021,22183,CAKE STAND VICTORIAN FILIGREE MED,-1,2009-12-08 18:51:00,6.75,14911.0,EIRE,-6.75
22790,491160,84578,ELEPHANT TOY WITH BLUE T-SHIRT,4,2009-12-10 10:29:00,3.75,14911.0,EIRE,15.0
22791,491160,84580,MOUSE TOY WITH PINK T-SHIRT,4,2009-12-10 10:29:00,3.75,14911.0,EIRE,15.0
22792,491160,21888,BINGO SET,4,2009-12-10 10:29:00,3.75,14911.0,EIRE,15.0
