,Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Total Cost
157810,504436,21181,PLEASE ONE PERSON METAL SIGN,432,2010-04-13 13:33:00,1.85,14156,EIRE,799.2
308612,519514,79323W,WHITE CHERRY LIGHTS,144,2010-08-18 09:19:00,5.45,14156,EIRE,784.8
47519,493819,21933,PINK VINTAGE PAISLEY PICNIC BAG,300,2010-01-07 12:34:00,2.55,14156,EIRE,765
47520,493819,21932,SCANDINAVIAN PAISLEY PICNIC BAG,300,2010-01-07 12:34:00,2.55,14156,EIRE,765
47552,493819,21937,STRAWBERRY   PICNIC BAG,300,2010-01-07 12:34:00,2.55,14156,EIRE,765
47553,493819,21936,RED/WHITE SPOT PICNIC BAG,300,2010-01-07 12:34:00,2.55,14156,EIRE,765
42253,492943,21164,HOME SWEET HOME METAL SIGN ,288,2009-12-21 13:04:00,2.55,14156,EIRE,734.4
84237,497217,21164,HOME SWEET HOME METAL SIGN ,288,2010-02-07 14:27:00,2.55,14156,EIRE,734.4
109121,499878,21164,HOME SWEET HOME METAL SIGN ,288,2010-03-03 09:59:00,2.55,14156,EIRE,734.4
47509,493819,21912,VINTAGE SNAKES & LADDERS,216,2010-01-07 12:34:00,3.39,14156,EIRE,732.24
157813,504436,21166,COOK WITH WINE METAL SIGN ,432,2010-04-13 13:33:00,1.69,14156,EIRE,730.08
47551,493819,21584,RETRO SPOT SMALL TUBE MATCHES,480,2010-01-07 12:34:00,1.45,14156,EIRE,696
47562,493819,84279P, CHERRY BLOSSOM  DECORATIVE FLASK,204,2010-01-07 12:34:00,3.39,14156,EIRE,691.56
266851,515187,22429,ENAMEL MEASURING JUG CREAM,180,2010-07-09 09:46:00,3.75,14156,EIRE,675
47566,493819,22072,TEA CUP AND SAUCER RETRO SPOT,192,2010-01-07 12:34:00,3.39,14156,EIRE,650.88
47584,493819,21913,VINTAGE SEASIDE JIGSAW PUZZLES,192,2010-01-07 12:34:00,3.39,14156,EIRE,650.88
47601,493819,21437,24 HANGING EASTER EGGS FLORAL TUB,216,2010-01-07 12:34:00,2.95,14156,EIRE,637.2
47602,493819,21438,TUB 24 HANGING EASTER EGGS SPOTTY,216,2010-01-07 12:34:00,2.95,14156,EIRE,637.2
157812,504436,21169,YOU'RE CONFUSING ME METAL SIGN ,432,2010-04-13 13:33:00,1.45,14156,EIRE,626.4
47549,493819,21593,SWALLOW CIGAR BOX MATCHES ,576,2010-01-07 12:34:00,1.06,14156,EIRE,610.56
47550,493819,21592,RETRO SPOT  CIGAR BOX MATCHES ,576,2010-01-07 12:34:00,1.06,14156,EIRE,610.56
47532,493819,48184,DOOR MAT ENGLISH ROSE ,100,2010-01-07 12:34:00,5.95,14156,EIRE,595
266847,515187,22201,FRYING PAN BLUE POLKADOT ,144,2010-07-09 09:46:00,3.75,14156,EIRE,540
463372,533120,48184,DOORMAT ENGLISH ROSE ,80,2010-11-16 12:32:00,6.75,14156,EIRE,540
42250,492943,21903,MAN FLU METAL SIGN,288,2009-12-21 13:04:00,1.85,14156,EIRE,532.8
42262,492943,21908,CHOCOLATE THIS WAY METAL SIGN,288,2009-12-21 13:04:00,1.85,14156,EIRE,532.8
42264,492943,21181,PLEASE ONE PERSON  METAL SIGN,288,2009-12-21 13:04:00,1.85,14156,EIRE,532.8
47510,493819,21749,LARGE RED SPOT WINDMILL,288,2010-01-07 12:34:00,1.85,14156,EIRE,532.8
84236,497217,21903,MAN FLU METAL SIGN,288,2010-02-07 14:27:00,1.85,14156,EIRE,532.8
84246,497217,21908,CHOCOLATE THIS WAY METAL SIGN,288,2010-02-07 14:27:00,1.85,14156,EIRE,532.8
84250,497217,21181,PLEASE ONE PERSON METAL SIGN,288,2010-02-07 14:27:00,1.85,14156,EIRE,532.8
109120,499878,21903,MAN FLU METAL SIGN,288,2010-03-03 09:59:00,1.85,14156,EIRE,532.8
109130,499878,21908,CHOCOLATE THIS WAY METAL SIGN,288,2010-03-03 09:59:00,1.85,14156,EIRE,532.8
109134,499878,21181,PLEASE ONE PERSON METAL SIGN,288,2010-03-03 09:59:00,1.85,14156,EIRE,532.8
47574,493819,20913,SET/5 BLUE SPOTTY LID GLASS BOWLS,208,2010-01-07 12:34:00,2.55,14156,EIRE,530.4
430802,530553,84078A,SET/4 WHITE RETRO STORAGE CUBES ,15,2010-11-03 13:29:00,34.95,14156,EIRE,524.25
47589,493819,22090,PAPER BUNTING RETRO SPOTS,200,2010-01-07 12:34:00,2.55,14156,EIRE,510
47591,493819,22089,PAPER BUNTING VINTAGE PAISLEY,200,2010-01-07 12:34:00,2.55,14156,EIRE,510
308600,519514,21524,DOORMAT SPOTTY HOME SWEET HOME,80,2010-08-18 09:19:00,6.35,14156,EIRE,508
308610,519514,20685,DOORMAT RED SPOT,80,2010-08-18 09:19:00,6.35,14156,EIRE,508
308613,519514,48129,DOORMAT TOPIARY,80,2010-08-18 09:19:00,6.35,14156,EIRE,508
308615,519514,21523,DOORMAT FANCY FONT HOME SWEET HOME,80,2010-08-18 09:19:00,6.35,14156,EIRE,508
463375,533120,21777,RECIPE BOX WITH METAL HEART,72,2010-11-16 12:32:00,6.95,14156,EIRE,500.4
47524,493819,85099F,JUMBO BAG STRAWBERRY,300,2010-01-07 12:34:00,1.65,14156,EIRE,495
47525,493819,85099B,JUMBO BAG RED WHITE SPOTTY ,300,2010-01-07 12:34:00,1.65,14156,EIRE,495
47528,493819,21929,JUMBO BAG PINK VINTAGE PAISLEY,300,2010-01-07 12:34:00,1.65,14156,EIRE,495
47529,493819,21928,JUMBO BAG SCANDINAVIAN PAISLEY,300,2010-01-07 12:34:00,1.65,14156,EIRE,495
47542,493819,21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,192,2010-01-07 12:34:00,2.55,14156,EIRE,489.6
47564,493819,84279B,CHERRY BLOSSOM DECORATIVE FLASK,144,2010-01-07 12:34:00,3.39,14156,EIRE,488.16
266846,515187,22204,MILK PAN BLUE RETROSPOT,144,2010-07-09 09:46:00,3.39,14156,EIRE,488.16
47557,493819,22064,PINK DOUGHNUT TRINKET POT ,336,2010-01-07 12:34:00,1.45,14156,EIRE,487.2
266836,515187,22334,DINOSAUR PARTY BAG + STICKER SET,336,2010-07-09 09:46:00,1.45,14156,EIRE,487.2
266837,515187,22333,RETRO SPORT PARTY BAG + STICKER SET,336,2010-07-09 09:46:00,1.45,14156,EIRE,487.2
84249,497217,21166,COOK WITH WINE METAL SIGN ,288,2010-02-07 14:27:00,1.69,14156,EIRE,486.72
109133,499878,21166,COOK WITH WINE METAL SIGN ,288,2010-03-03 09:59:00,1.69,14156,EIRE,486.72
266848,515187,21214,SET OF 72 IVORY PAPER DOILIES,384,2010-07-09 09:46:00,1.25,14156,EIRE,480
47582,493819,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,224,2010-01-07 12:34:00,2.1,14156,EIRE,470.4
47583,493819,21716,BOYS VINTAGE TIN SEASIDE BUCKET,224,2010-01-07 12:34:00,2.1,14156,EIRE,470.4
47540,493819,37345,ASSTD HEARTS DESIGN MUGS,280,2010-01-07 12:34:00,1.65,14156,EIRE,462
47545,493819,22193,RED WALL CLOCK,60,2010-01-07 12:34:00,7.65,14156,EIRE,459
47546,493819,22191,IVORY WALL CLOCK,60,2010-01-07 12:34:00,7.65,14156,EIRE,459
266856,515187,22347,PIZZA SLICE DISH,432,2010-07-09 09:46:00,1.06,14156,EIRE,457.92
47571,493819,20728,LUNCH BAG CARS BLUE,300,2010-01-07 12:34:00,1.45,14156,EIRE,435
47573,493819,20726,LUNCH BAG WOODLAND,300,2010-01-07 12:34:00,1.45,14156,EIRE,435
311243,519713,22198,LARGE POPCORN HOLDER ,300,2010-08-19 15:36:00,1.45,14156,EIRE,435
311242,519713,22197,SMALL POPCORN HOLDER,600,2010-08-19 15:36:00,0.72,14156,EIRE,432
339705,522513,21115,ROSE CARAVAN DOORSTOP,72,2010-09-15 11:35:00,5.95,14156,EIRE,428.4
47526,493819,20715,LITTLE FLOWER SHOPPER BAG,400,2010-01-07 12:34:00,1.06,14156,EIRE,424
47527,493819,20717,STRAWBERRY SHOPPER BAG,400,2010-01-07 12:34:00,1.06,14156,EIRE,424
47555,493819,20718,RED SPOTTY SHOPPER BAG,400,2010-01-07 12:34:00,1.06,14156,EIRE,424
47581,493819,21718,RED METAL BEACH SPADE ,400,2010-01-07 12:34:00,1.06,14156,EIRE,424
84247,497217,21169,YOU'RE CONFUSING ME METAL SIGN ,288,2010-02-07 14:27:00,1.45,14156,EIRE,417.6
109131,499878,21169,YOU'RE CONFUSING ME METAL SIGN ,288,2010-03-03 09:59:00,1.45,14156,EIRE,417.6
195756,508098,71459,HANGING JAM JAR T-LIGHT HOLDER,576,2010-05-13 09:33:00,0.72,14156,EIRE,414.72
47518,493819,85123A,WHITE HANGING HEART T-LIGHT HOLDER,160,2010-01-07 12:34:00,2.55,14156,EIRE,408
47594,493819,22323,BAG FOR CHILDREN VINTAGE PINK ,96,2010-01-07 12:34:00,4.25,14156,EIRE,408
47595,493819,22324,BAG FOR CHILDREN VINTAGE BLUE ,96,2010-01-07 12:34:00,4.25,14156,EIRE,408
308577,519514,20914,SET/5 RED SPOTTY LID GLASS BOWLS,160,2010-08-18 09:19:00,2.55,14156,EIRE,408
358289,524147,22622,BOX OF VINTAGE ALPHABET BLOCKS,48,2010-09-27 15:36:00,8.5,14911,EIRE,408
358610,524155,22622,BOX OF VINTAGE ALPHABET BLOCKS,48,2010-09-27 16:00:00,8.5,14911,EIRE,408
308611,519514,22400,MAGNETS PACK OF 4 HOME SWEET HOME,324,2010-08-18 09:19:00,1.25,14156,EIRE,405
339708,522513,20685,DOORMAT RED SPOT,60,2010-09-15 11:35:00,6.75,14156,EIRE,405
339719,522513,48129,DOORMAT TOPIARY,60,2010-09-15 11:35:00,6.75,14156,EIRE,405
416179,529152,48184,DOORMAT ENGLISH ROSE ,60,2010-10-26 16:22:00,6.75,14156,EIRE,405
416180,529152,21523,DOORMAT FANCY FONT HOME SWEET HOME,60,2010-10-26 16:22:00,6.75,14156,EIRE,405
463371,533120,21524,DOORMAT SPOTTY HOME SWEET HOME,60,2010-11-16 12:32:00,6.75,14156,EIRE,405
463376,533120,20685,DOORMAT RED RETROSPOT,60,2010-11-16 12:32:00,6.75,14156,EIRE,405
47547,493819,21589,SWALLOW GIANT TUBE MATCHES,192,2010-01-07 12:34:00,2.1,14156,EIRE,403.2
47548,493819,21588,RETRO SPOT GIANT  TUBE MATCHES,192,2010-01-07 12:34:00,2.1,14156,EIRE,403.2
47554,493819,37340,MULTICOLOUR SPRING FLOWER MUG,624,2010-01-07 12:34:00,0.64,14156,EIRE,399.36
266849,515187,21260,FIRST AID TIN,144,2010-07-09 09:46:00,2.75,14156,EIRE,396
290252,517645,22423,REGENCY CAKESTAND 3 TIER,36,2010-07-30 13:31:00,10.95,14911,EIRE,394.2
358282,524147,22423,REGENCY CAKESTAND 3 TIER,36,2010-09-27 15:36:00,10.95,14911,EIRE,394.2
358617,524155,22423,REGENCY CAKESTAND 3 TIER,36,2010-09-27 16:00:00,10.95,14911,EIRE,394.2
157783,504436,79323P,PINK CHERRY LIGHTS,72,2010-04-13 13:33:00,5.45,14156,EIRE,392.4
157784,504436,79323LP,LIGHT PINK CHERRY LIGHTS,72,2010-04-13 13:33:00,5.45,14156,EIRE,392.4
308605,519514,79323LP,LIGHT PINK CHERRY LIGHTS,72,2010-08-18 09:19:00,5.45,14156,EIRE,392.4
157787,504436,48184,DOOR MAT ENGLISH ROSE ,60,2010-04-13 13:33:00,6.35,14156,EIRE,381
157788,504436,48129,DOOR MAT TOPIARY,60,2010-04-13 13:33:00,6.35,14156,EIRE,381
157805,504436,21524,DOOR MAT SPOTTY HOME SWEET HOME,60,2010-04-13 13:33:00,6.35,14156,EIRE,381
157806,504436,21523,DOOR MAT FANCY FONT HOME SWEET HOME,60,2010-04-13 13:33:00,6.35,14156,EIRE,381
237596,512411,20685,DOOR MAT RED SPOT,60,2010-06-15 13:19:00,6.35,14156,EIRE,381
237606,512411,48184,DOOR MAT ENGLISH ROSE ,60,2010-06-15 13:19:00,6.35,14156,EIRE,381
237607,512411,48129,DOOR MAT TOPIARY,60,2010-06-15 13:19:00,6.35,14156,EIRE,381
237628,512411,21523,DOOR MAT FANCY FONT HOME SWEET HOME,60,2010-06-15 13:19:00,6.35,14156,EIRE,381
47539,493819,85176,SEWING SUSAN 21 NEEDLE SET,576,2010-01-07 12:34:00,0.64,14156,EIRE,368.64
308575,519514,20754,RETRO RED SPOTTY WASHING UP GLOVES,216,2010-08-18 09:19:00,1.69,14156,EIRE,365.04
308586,519514,82583,HOT BATHS METAL SIGN,216,2010-08-18 09:19:00,1.69,14156,EIRE,365.04
47511,493819,21974,SET OF 36 PAISLEY FLOWER DOILIES,288,2010-01-07 12:34:00,1.25,14156,EIRE,360
157789,504436,47566,PARTY BUNTING,96,2010-04-13 13:33:00,3.75,14156,EIRE,360
308573,519514,21210,SET OF 72 RETRO SPOT PAPER  DOILIES,288,2010-08-18 09:19:00,1.25,14156,EIRE,360
358277,524147,22950,36 DOILIES VINTAGE CHRISTMAS,288,2010-09-27 15:36:00,1.25,14911,EIRE,360
358622,524155,22950,36 DOILIES VINTAGE CHRISTMAS,288,2010-09-27 16:00:00,1.25,14911,EIRE,360
416181,529152,47566,PARTY BUNTING,96,2010-10-26 16:22:00,3.75,14156,EIRE,360
47541,493819,21908,CHOCOLATE THIS WAY METAL SIGN,192,2010-01-07 12:34:00,1.85,14156,EIRE,355.2
308588,519514,21181,PLEASE ONE PERSON METAL SIGN,192,2010-08-18 09:19:00,1.85,14156,EIRE,355.2
308590,519514,21908,CHOCOLATE THIS WAY METAL SIGN,192,2010-08-18 09:19:00,1.85,14156,EIRE,355.2
339709,522513,21181,PLEASE ONE PERSON METAL SIGN,192,2010-09-15 11:35:00,1.85,14156,EIRE,355.2
367792,525011,22423,REGENCY CAKESTAND 3 TIER,32,2010-10-03 10:52:00,10.95,14156,EIRE,350.4
47599,493819,71459,HANGING JAM JAR T-LIGHT HOLDER,480,2010-01-07 12:34:00,0.72,14156,EIRE,345.6
47522,493819,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,80,2010-01-07 12:34:00,4.25,14156,EIRE,340
157800,504436,21777,RECIPE BOX WITH METAL HEART,48,2010-04-13 13:33:00,6.95,14156,EIRE,333.6
157808,504436,21257,VICTORIAN SEWING BOX MEDIUM,48,2010-04-13 13:33:00,6.95,14156,EIRE,333.6
237587,512411,21257,VICTORIAN SEWING BOX MEDIUM,48,2010-06-15 13:19:00,6.95,14156,EIRE,333.6
237597,512411,21777,RECIPE BOX WITH METAL HEART,48,2010-06-15 13:19:00,6.95,14156,EIRE,333.6
308604,519514,21777,RECIPE BOX WITH METAL HEART,48,2010-08-18 09:19:00,6.95,14156,EIRE,333.6
308616,519514,21257,VICTORIAN SEWING BOX MEDIUM,48,2010-08-18 09:19:00,6.95,14156,EIRE,333.6
339728,522513,21257,VICTORIAN SEWING BOX MEDIUM,48,2010-09-15 11:35:00,6.95,14156,EIRE,333.6
339730,522513,21777,RECIPE BOX WITH METAL HEART,48,2010-09-15 11:35:00,6.95,14156,EIRE,333.6
47538,493819,85152,HAND OVER THE CHOCOLATE   SIGN ,192,2010-01-07 12:34:00,1.69,14156,EIRE,324.48
308592,519514,21166,COOK WITH WINE METAL SIGN ,192,2010-08-18 09:19:00,1.69,14156,EIRE,324.48
47587,493819,22128,PARTY CONES CANDY ASSORTED,300,2010-01-07 12:34:00,1.06,14156,EIRE,318
47588,493819,22127,PARTY CONES CARNIVAL ASSORTED,300,2010-01-07 12:34:00,1.06,14156,EIRE,318
47598,493819,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,576,2010-01-07 12:34:00,0.55,14156,EIRE,316.8
47567,493819,22067,CHOC TRUFFLE GOLD TRINKET POT ,216,2010-01-07 12:34:00,1.45,14156,EIRE,313.2
47600,493819,85206B,PINK FELT EASTER EGG BASKET,216,2010-01-07 12:34:00,1.45,14156,EIRE,313.2
42248,492943,21216,"SET 3 RED SPOT TIN TEA,COFFEE,SUGAR",72,2009-12-21 13:04:00,4.25,14156,EIRE,306
84234,497217,21216,"SET 3 RED SPOT TIN TEA,COFFEE,SUGAR",72,2010-02-07 14:27:00,4.25,14156,EIRE,306
339723,522513,22622,BOX OF VINTAGE ALPHABET BLOCKS,36,2010-09-15 11:35:00,8.5,14156,EIRE,306
42246,492943,82552,WASHROOM METAL SIGN,288,2009-12-21 13:04:00,1.06,14156,EIRE,305.28
47512,493819,21877,HOME SWEET HOME MUG,288,2010-01-07 12:34:00,1.06,14156,EIRE,305.28
84233,497217,82552,WASHROOM METAL SIGN,288,2010-02-07 14:27:00,1.06,14156,EIRE,305.28
109118,499878,82552,WASHROOM METAL SIGN,288,2010-03-03 09:59:00,1.06,14156,EIRE,305.28
47523,493819,22304,COFFEE MUG BLUE PAISLEY DESIGN,144,2010-01-07 12:34:00,2.1,14156,EIRE,302.4
47536,493819,84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,144,2010-01-07 12:34:00,2.1,14156,EIRE,302.4
47537,493819,84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,144,2010-01-07 12:34:00,2.1,14156,EIRE,302.4
47585,493819,22305,COFFEE MUG PINK PAISLEY DESIGN,144,2010-01-07 12:34:00,2.1,14156,EIRE,302.4
101886,499067,15056BL,EDWARDIAN PARASOL BLACK,60,2010-02-24 14:30:00,4.95,14911,EIRE,297
101893,499067,15056N,EDWARDIAN PARASOL NATURAL,60,2010-02-24 14:30:00,4.95,14911,EIRE,297
150924,503783,15056N,EDWARDIAN PARASOL NATURAL,60,2010-04-07 12:07:00,4.95,14156,EIRE,297
243051,512924,22198,LARGE POPCORN HOLDER ,200,2010-06-20 10:47:00,1.45,14156,EIRE,290
243052,512924,22197,SMALL POPCORN HOLDER,400,2010-06-20 10:47:00,0.72,14156,EIRE,288
237593,512411,21115,ROSE CARAVAN DOORSTOP,48,2010-06-15 13:19:00,5.95,14156,EIRE,285.6
47535,493819,84805B,BLUE CLIMBING HYDRANGA ART FLOWER,96,2010-01-07 12:34:00,2.95,14156,EIRE,283.2
205491,509198,84078A,SET/4 WHITE RETRO STORAGE CUBES ,8,2010-05-21 08:21:00,34.95,14156,EIRE,279.6
444209,531748,84078A,SET/4 WHITE RETRO STORAGE CUBES ,8,2010-11-09 13:03:00,34.95,14156,EIRE,279.6
47565,493819,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,192,2010-01-07 12:34:00,1.45,14156,EIRE,278.4
308594,519514,21169,YOU'RE CONFUSING ME METAL SIGN ,192,2010-08-18 09:19:00,1.45,14156,EIRE,278.4
170249,505525,37449,CERAMIC CAKE STAND + HANGING CAKES,32,2010-04-22 17:01:00,8.5,14156,EIRE,272
358286,524147,22550,HOLIDAY FUN LUDO,72,2010-09-27 15:36:00,3.75,14911,EIRE,270
358287,524147,21888,BINGO SET,72,2010-09-27 15:36:00,3.75,14911,EIRE,270
358288,524147,21912,VINTAGE SNAKES & LADDERS,72,2010-09-27 15:36:00,3.75,14911,EIRE,270
358611,524155,21912,VINTAGE SNAKES & LADDERS,72,2010-09-27 16:00:00,3.75,14911,EIRE,270
358612,524155,21888,BINGO SET,72,2010-09-27 16:00:00,3.75,14911,EIRE,270
358613,524155,22550,HOLIDAY FUN LUDO,72,2010-09-27 16:00:00,3.75,14911,EIRE,270
237626,512411,21653,GLASS ETCHED T-LIGHT HOLDER LARGE,144,2010-06-15 13:19:00,1.85,14156,EIRE,266.4
308569,519514,21653,GLASS ETCHED T-LIGHT HOLDER LARGE,144,2010-08-18 09:19:00,1.85,14156,EIRE,266.4
463384,533120,21908,CHOCOLATE THIS WAY METAL SIGN,144,2010-11-16 12:32:00,1.85,14156,EIRE,266.4
463391,533120,21181,PLEASE ONE PERSON METAL SIGN,144,2010-11-16 12:32:00,1.85,14156,EIRE,266.4
220275,510775,84968B,S/16 VINTAGE IVORY CUTLERY,24,2010-06-03 14:44:00,10.95,14156,EIRE,262.8
42247,492943,79323LP,LIGHT PINK CHERRY LIGHTS,48,2009-12-21 13:04:00,5.45,14156,EIRE,261.6
42251,492943,79323P,PINK CHERRY LIGHTS,48,2009-12-21 13:04:00,5.45,14156,EIRE,261.6
42252,492943,79323W, WHITE CHERRY LIGHTS,48,2009-12-21 13:04:00,5.45,14156,EIRE,261.6
109105,499878,79323LP,LIGHT PINK CHERRY LIGHTS,48,2010-03-03 09:59:00,5.45,14156,EIRE,261.6
109106,499878,79323GR,GREEN CHERRY LIGHTS,48,2010-03-03 09:59:00,5.45,14156,EIRE,261.6
109107,499878,79323P,PINK CHERRY LIGHTS,48,2010-03-03 09:59:00,5.45,14156,EIRE,261.6
157785,504436,79323GR,GREEN CHERRY LIGHTS,48,2010-04-13 13:33:00,5.45,14156,EIRE,261.6
358290,524147,22623,BOX OF VINTAGE JIGSAW BLOCKS ,60,2010-09-27 15:36:00,4.25,14911,EIRE,255
358609,524155,22623,BOX OF VINTAGE JIGSAW BLOCKS ,60,2010-09-27 16:00:00,4.25,14911,EIRE,255
84223,497217,21523,DOOR MAT FANCY FONT HOME SWEET HOME,40,2010-02-07 14:27:00,6.35,14156,EIRE,254
84229,497217,20685,DOOR MAT RED SPOT,40,2010-02-07 14:27:00,6.35,14156,EIRE,254
109108,499878,21523,DOOR MAT FANCY FONT HOME SWEET HOME,40,2010-03-03 09:59:00,6.35,14156,EIRE,254
109114,499878,20685,DOOR MAT RED SPOT,40,2010-03-03 09:59:00,6.35,14156,EIRE,254
272950,515909,85126,LARGE ROUND CUTGLASS CANDLESTICK,42,2010-07-15 13:16:00,5.95,14156,EIRE,249.9
14482,490541,85123A,WHITE HANGING HEART T-LIGHT HOLDER,96,2009-12-07 09:25:00,2.55,,EIRE,244.8
47534,493819,85178,VICTORIAN SEWING KIT,288,2010-01-07 12:34:00,0.85,14156,EIRE,244.8
47592,493819,22175,PINK OWL DECORATION,96,2010-01-07 12:34:00,2.55,14156,EIRE,244.8
47593,493819,22176,BLUE OWL DECORATION,96,2010-01-07 12:34:00,2.55,14156,EIRE,244.8
237594,512411,20914,SET/5 RED SPOTTY LID GLASS BOWLS,96,2010-06-15 13:19:00,2.55,14156,EIRE,244.8
375012,525575,82615,PINK MARSHMALLOW SCARF KNITTING KIT,96,2010-10-06 10:37:00,2.55,14911,EIRE,244.8
157816,504436,20754,RETRO RED SPOTTY WASHING UP GLOVES,144,2010-04-13 13:33:00,1.69,14156,EIRE,243.36
237604,512411,82583,HOT BATHS METAL SIGN,144,2010-06-15 13:19:00,1.69,14156,EIRE,243.36
339710,522513,21166,COOK WITH WINE METAL SIGN ,144,2010-09-15 11:35:00,1.69,14156,EIRE,243.36
463377,533120,82583,HOT BATHS METAL SIGN,144,2010-11-16 12:32:00,1.69,14156,EIRE,243.36
463392,533120,21166,COOK WITH WINE METAL SIGN ,144,2010-11-16 12:32:00,1.69,14156,EIRE,243.36
237592,512411,21171,BATHROOM METAL SIGN ,192,2010-06-15 13:19:00,1.25,14156,EIRE,240
236266,512282,21843,RETRO SPOT CAKE STAND,24,2010-06-14 14:06:00,9.95,14911,EIRE,238.8
42236,492943,21523,FANCY FONT HOME SWEET HOME DOORMAT,40,2009-12-21 13:04:00,5.95,14156,EIRE,238
42242,492943,20685,RED SPOTTY COIR DOORMAT,40,2009-12-21 13:04:00,5.95,14156,EIRE,238
84227,497217,84375,SET OF 20 KIDS COOKIE CUTTERS,144,2010-02-07 14:27:00,1.65,14156,EIRE,237.6
237603,512411,84375,SET OF 20 KIDS COOKIE CUTTERS,144,2010-06-15 13:19:00,1.65,14156,EIRE,237.6
237620,512411,22434,BALLOON PUMP WITH 10 BALLOONS,144,2010-06-15 13:19:00,1.65,14156,EIRE,237.6
308618,519514,22434,BALLOON PUMP WITH 10 BALLOONS,144,2010-08-18 09:19:00,1.65,14156,EIRE,237.6
358135,524139,47590B,PINK HAPPY BIRTHDAY BUNTING,50,2010-09-27 14:45:00,4.65,14911,EIRE,232.5
358136,524139,47590A,BLUE HAPPY BIRTHDAY BUNTING,50,2010-09-27 14:45:00,4.65,14911,EIRE,232.5
112928,500175,17084R,ASSORTED INCENSE PACK,1440,2010-03-05 10:20:00,0.16,14156,EIRE,230.4
509303,536890,17084R,ASSORTED INCENSE PACK,1440,2010-12-03 11:48:00,0.16,14156,EIRE,230.4
47563,493819,84978,HANGING HEART JAR T-LIGHT HOLDER,216,2010-01-07 12:34:00,1.06,14156,EIRE,228.96
47569,493819,21791,VINTAGE HEADS AND TAILS CARD GAME ,216,2010-01-07 12:34:00,1.06,14156,EIRE,228.96
