ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,StockCode
2010-11-01,870.2366700734027,465.6736228366953,928.9017778014961,870.2366700734027,870.2366700734027,-171.63746180795786,-171.63746180795786,-171.63746180795786,-171.63746180795786,-171.63746180795786,-171.63746180795786,0.0,0.0,0.0,698.5992082654449,22423
2010-12-01,867.348051771917,20.84119040621949,460.2569400102002,867.348051771917,867.348051771917,-626.5252007860893,-626.5252007860893,-626.5252007860893,-626.5252007860893,-626.5252007860893,-626.5252007860893,0.0,0.0,0.0,240.8228509858277,22423
2011-01-01,864.3569815536789,1293.5919799594997,1763.9510821764231,864.3569815536789,864.3569815536789,671.9439873486562,671.9439873486562,671.9439873486562,671.9439873486562,671.9439873486562,671.9439873486562,0.0,0.0,0.0,1536.3009689023352,22423
2011-02-01,861.3658748807911,-92.21173310090529,328.5424426939992,861.3658748807911,861.3658748807911,-741.3832322544151,-741.3832322544151,-741.3832322544151,-741.3832322544151,-741.3832322544151,-741.3832322544151,0.0,0.0,0.0,119.98264262637599,22423
2011-03-01,858.6628695991477,-367.6217441889498,90.99667234822408,858.6628695991477,858.6628695991477,-1005.7794201012534,-1005.7794201012534,-1005.7794201012534,-1005.7794201012534,-1005.7794201012534,-1005.7794201012534,0.0,0.0,0.0,-147.11655050210572,22423
2011-04-01,855.6702069659126,-256.7321764325793,192.15823291628698,855.6702069659126,855.6702069659126,-897.7169690917777,-897.7169690917777,-897.7169690917777,-897.7169690917777,-897.7169690917777,-897.7169690917777,0.0,0.0,0.0,-42.04676212586514,22423
2011-05-01,852.7740818044889,771.2175478724254,1223.9010236582676,852.7740818044889,852.7740818044889,131.64058354957297,131.64058354957297,131.64058354957297,131.64058354957297,131.64058354957297,131.64058354957297,0.0,0.0,0.0,984.4146653540619,22423
2011-06-01,849.7814191287372,211.54936346436153,661.0277203026167,849.7814191287372,849.7814191287372,-427.76277371912613,-427.76277371912613,-427.76277371912613,-427.76277371912613,-427.76277371912613,-427.76277371912613,0.0,0.0,0.0,422.01864540961105,22423
2011-07-01,846.8852939657886,791.9475475022141,1252.409323760704,846.8852939657886,846.8852939657886,165.73165507567683,165.73165507567683,165.73165507567683,165.73165507567683,165.73165507567683,165.73165507567683,0.0,0.0,0.0,1012.6169490414654,22423
2011-08-01,843.8926312898724,431.10058075878914,900.2041638631563,843.8926312898724,843.8926312898724,-169.80538312976523,-169.80538312976523,-169.80538312976523,-169.80538312976523,-169.80538312976523,-169.80538312976523,0.0,0.0,0.0,674.0872481601072,22423
2011-09-01,840.8999686139563,627.3483678399654,1068.7474604127055,840.8999686139563,840.8999686139563,-1.5266678097207542,-1.5266678097207542,-1.5266678097207542,-1.5266678097207542,-1.5266678097207542,-1.5266678097207542,0.0,0.0,0.0,839.3733008042356,22423
2011-10-01,838.0038434437149,566.6156925737861,1018.3195769255324,838.0038434437149,838.0038434437149,-47.063706459285825,-47.063706459285825,-47.063706459285825,-47.063706459285825,-47.063706459285825,-47.063706459285825,0.0,0.0,0.0,790.940136984429,22423
2011-11-01,835.0111807677988,340.4494282724479,797.3400226192434,835.0111807677988,835.0111807677988,-260.6867775757618,-260.6867775757618,-260.6867775757618,-260.6867775757618,-260.6867775757618,-260.6867775757618,0.0,0.0,0.0,574.3244031920369,22423
2011-12-01,832.1150555975574,75.1427666807559,520.1687790173698,832.1150555975574,832.1150555975574,-531.5202348938221,-531.5202348938221,-531.5202348938221,-531.5202348938221,-531.5202348938221,-531.5202348938221,0.0,0.0,0.0,300.5948207037353,22423
2012-01-01,829.1223929216412,2628.764989690317,3072.0133991212947,829.1217772214944,829.1230653771239,2022.2442037504068,2022.2442037504068,2022.2442037504068,2022.2442037504068,2022.2442037504068,2022.2442037504068,0.0,0.0,0.0,2851.366596672048,22423
2012-02-01,826.1297302457251,-272.0554140572672,185.05487996362345,826.1277773170361,826.1318583885638,-871.8236640536135,-871.8236640536135,-871.8236640536135,-871.8236640536135,-871.8236640536135,-871.8236640536135,0.0,0.0,0.0,-45.69393380788836,22423
2012-03-01,823.3301425811585,1137.1896449128521,1566.088853984863,823.3264187461326,823.334100110898,530.0124287358977,530.0124287358977,530.0124287358977,530.0124287358977,530.0124287358977,530.0124287358977,0.0,0.0,0.0,1353.3425713170564,22423
2012-04-01,820.3374799052423,2137.1565040422192,2607.429609799011,820.331839007747,820.3438606049197,1544.5661653676336,1544.5661653676336,1544.5661653676336,1544.5661653676336,1544.5661653676336,1544.5661653676336,0.0,0.0,0.0,2364.903645272876,22423
2012-05-01,817.4413547350009,-611.4664885716969,-193.98385299880118,817.4333570449079,817.4500464943127,-1215.3363793377566,-1215.3363793377566,-1215.3363793377566,-1215.3363793377566,-1215.3363793377566,-1215.3363793377566,0.0,0.0,0.0,-397.8950246027557,22423
2012-06-01,814.4486920590848,-520.343366671154,-75.91317612124192,814.4382333828286,814.4597767495159,-1105.5827251306994,-1105.5827251306994,-1105.5827251306994,-1105.5827251306994,-1105.5827251306994,-1105.5827251306994,0.0,0.0,0.0,-291.13403307161457,22423
2012-07-01,811.5525668888434,-98.06819237712871,347.97371430274586,811.5394115218741,811.5663917651791,-698.9504535112582,-698.9504535112582,-698.9504535112582,-698.9504535112582,-698.9504535112582,-698.9504535112582,0.0,0.0,0.0,112.60211337758528,22423
2012-08-01,808.5599042129272,-1394.1527724923426,-963.2972399364155,808.544061497826,808.5769250268856,-1994.3357542135218,-1994.3357542135218,-1994.3357542135218,-1994.3357542135218,-1994.3357542135218,-1994.3357542135218,0.0,0.0,0.0,-1185.7758500005946,22423
2012-09-01,805.5672415370112,2059.9811565126583,2520.9891530855925,805.5481124621015,805.5875862742347,1493.952012143894,1493.952012143894,1493.952012143894,1493.952012143894,1493.952012143894,1493.952012143894,0.0,0.0,0.0,2299.5192536809054,22423
2012-10-01,802.6711163667698,2866.0052227833667,3306.81623357268,802.6486436287001,802.6943860100122,2286.3478139300983,2286.3478139300983,2286.3478139300983,2286.3478139300983,2286.3478139300983,2286.3478139300983,0.0,0.0,0.0,3089.018930296868,22423
2012-11-01,799.6784536908536,655.4138823214313,1091.166063115552,799.6528710626536,799.7052643740657,68.23692129799082,68.23692129799082,68.23692129799082,68.23692129799082,68.23692129799082,68.23692129799082,0.0,0.0,0.0,867.9153749888444,22423
2012-12-01,796.7823285206123,-173.776656061187,282.79471102664104,796.7528012352766,796.8132425701464,-744.1230160756159,-744.1230160756159,-744.1230160756159,-744.1230160756159,-744.1230160756159,-744.1230160756159,0.0,0.0,0.0,52.65931244499643,22423
2009-12-01,538.749796212,196.0500575269686,196.05005753431521,538.749796212,538.749796212,-342.6997386813237,-342.6997386813237,-342.6997386813237,-342.6997386813237,-342.6997386813237,-342.6997386813237,0.0,0.0,0.0,196.05005753067627,20914
2010-01-01,515.7643379003712,1568.1000039478886,1568.1000039551086,515.7643379003712,515.7643379003712,1052.3356660511124,1052.3356660511124,1052.3356660511124,1052.3356660511124,1052.3356660511124,1052.3356660511124,0.0,0.0,0.0,1568.1000039514836,20914
2010-02-01,492.6181071055132,163.1999675871662,163.19996759422568,492.6181071055132,492.6181071055132,-329.4181395149488,-329.4181395149488,-329.4181395149488,-329.4181395149488,-329.4181395149488,-329.4181395149488,0.0,0.0,0.0,163.19996759056443,20914
2010-03-01,469.4723262945646,198.5999827022523,198.59998270974216,469.4723262945646,469.4723262945646,-270.8723435885656,-270.8723435885656,-270.8723435885656,-270.8723435885656,-270.8723435885656,-270.8723435885656,0.0,0.0,0.0,198.59998270599897,20914
2010-04-01,441.94844513044967,248.7500271901404,248.75002719759863,441.94844513044967,441.94844513044967,-193.1984179365692,-193.1984179365692,-193.1984179365692,-193.1984179365692,-193.1984179365692,-193.1984179365692,0.0,0.0,0.0,248.75002719388047,20914
2010-05-01,411.7510403990063,35.39994994898357,35.39994995669163,411.7510403990063,411.7510403990063,-376.35109044609976,-376.35109044609976,-376.35109044609976,-376.35109044609976,-376.35109044609976,-376.35109044609976,0.0,0.0,0.0,35.399949952906525,20914
2010-06-01,384.3327314900604,315.60009243219963,315.600092439628,384.3327314900604,384.3327314900604,-68.73263905416617,-68.73263905416617,-68.73263905416617,-68.73263905416617,-68.73263905416617,-68.73263905416617,0.0,0.0,0.0,315.6000924358942,20914
2010-07-01,360.2055267078636,1568.0999853429353,1568.0999853504504,360.2055267078636,360.2055267078636,1207.8944586387606,1207.8944586387606,1207.8944586387606,1207.8944586387606,1207.8944586387606,1207.8944586387606,0.0,0.0,0.0,1568.0999853466242,20914
2010-08-01,334.56952067349755,425.6999328118758,425.6999328196574,334.56952067349755,334.56952067349755,91.13041214237956,91.13041214237956,91.13041214237956,91.13041214237956,91.13041214237956,91.13041214237956,0.0,0.0,0.0,425.6999328158771,20914
2010-09-01,307.6458793836004,175.50008317644946,175.5000831840499,307.6458793836004,307.6458793836004,-132.1457962031838,-132.1457962031838,-132.1457962031838,-132.1457962031838,-132.1457962031838,-132.1457962031838,0.0,0.0,0.0,175.5000831804166,20914
2010-10-01,281.9821021068403,123.89995086450229,123.89995087186401,281.9821021068403,281.9821021068403,-158.08215123849115,-158.08215123849115,-158.08215123849115,-158.08215123849115,-158.08215123849115,-158.08215123849115,0.0,0.0,0.0,123.89995086834912,20914
2010-11-01,255.5860646404119,251.7000337752802,251.70003378264866,255.5860646404119,255.5860646404119,-3.8860308615029493,-3.8860308615029493,-3.8860308615029493,-3.8860308615029493,-3.8860308615029493,-3.8860308615029493,0.0,0.0,0.0,251.70003377890896,20914
2010-12-01,232.93214033970054,35.40006012106166,35.40006012851322,232.93214033970054,232.93214033970054,-197.53208021488635,-197.53208021488635,-197.53208021488635,-197.53208021488635,-197.53208021488635,-197.53208021488635,0.0,0.0,0.0,35.40006012481419,20914
2011-01-01,213.00143930453697,716.7000067203251,716.7000067278526,213.00143930453697,213.00143930453697,503.69856741952185,503.69856741952185,503.69856741952185,503.69856741952185,503.69856741952185,503.69856741952185,0.0,0.0,0.0,716.7000067240588,20914
2011-02-01,202.703720276072,-2.998942197333526e-05,-2.9982024121016906e-05,202.703720276072,202.703720276072,-202.7037502618169,-202.7037502618169,-202.7037502618169,-202.7037502618169,-202.7037502618169,-202.7037502618169,0.0,0.0,0.0,-2.9985744902205624e-05,20914
2011-03-01,188.6270417646996,-1.551288713875634e-05,-1.5505596392509286e-05,188.6270417646996,188.6270417646996,-188.62705727384315,-188.62705727384315,-188.62705727384315,-188.62705727384315,-188.62705727384315,-188.62705727384315,0.0,0.0,0.0,-1.5509143537428827e-05,20914
2011-04-01,176.77500831791448,2.742046131904384e-05,2.7427677061099355e-05,176.77500831791448,176.77500831791448,-176.77498089380407,-176.77498089380407,-176.77498089380407,-176.77498089380407,-176.77498089380407,-176.77498089380407,0.0,0.0,0.0,2.7424110413676317e-05,20914
2011-05-01,166.6899456954319,-4.745065146220734e-05,-4.744340943669553e-05,166.6899456954319,166.6899456954319,-166.68999314253966,-166.68999314253966,-166.68999314253966,-166.68999314253966,-166.68999314253966,-166.68999314253966,0.0,0.0,0.0,-4.744710776094507e-05,20914
2011-06-01,156.29197848525757,17.700096134011574,17.700096141513995,156.29197848525757,156.29197848525757,-138.59188234771662,-138.59188234771662,-138.59188234771662,-138.59188234771662,-138.59188234771662,-138.59188234771662,0.0,0.0,0.0,17.700096137540953,20914
2011-07-01,145.31505329900884,1066.3999887630798,1066.3999887705108,145.31505329900884,145.31505329900884,921.0849354677338,921.0849354677338,921.0849354677338,921.0849354677338,921.0849354677338,921.0849354677338,0.0,0.0,0.0,1066.3999887667426,20914
2011-08-01,135.5347806774797,140.59993785078393,140.5999378582636,135.5347806774797,135.5347806774797,5.065157176959146,5.065157176959146,5.065157176959146,5.065157176959146,5.065157176959146,5.065157176959146,0.0,0.0,0.0,140.59993785443882,20914
2011-09-01,125.75450805595055,205.00008611414978,205.00008612164618,125.75450805595055,125.75450805595055,79.2455780618813,79.2455780618813,79.2455780618813,79.2455780618813,79.2455780618813,79.2455780618813,0.0,0.0,0.0,205.00008611783187,20914
2011-10-01,116.28972809963203,-4.748178925889909e-05,-4.7474464679263614e-05,116.28972809963203,116.28972809963203,-116.28977557762266,-116.28977557762266,-116.28977557762266,-116.28977557762266,-116.28977557762266,-116.28977557762266,0.0,0.0,0.0,-4.747799063409275e-05,20914
2011-11-01,106.50945547810288,210.90003795551468,210.9000379629942,106.50945547810288,106.50945547810288,104.39058248110534,104.39058248110534,104.39058248110534,104.39058248110534,104.39058248110534,104.39058248110534,0.0,0.0,0.0,210.90003795920822,20914
2011-12-01,97.04467552178431,35.40006555234619,35.400065559791265,97.04467552178431,97.04467552178431,-61.64460996553155,-61.64460996553155,-61.64460996553155,-61.64460996553155,-61.64460996553155,-61.64460996553155,0.0,0.0,0.0,35.40006555625276,20914
2012-01-01,87.26440290025518,39.96302813170298,43.22587118507092,85.66622308203746,88.92906613974698,-45.703194952851234,-45.703194952851234,-45.703194952851234,-45.703194952851234,-45.703194952851234,-45.703194952851234,0.0,0.0,0.0,41.56120794740394,20914
2012-02-01,77.48413027872603,5.241413325990395,15.374585699141793,72.72009584879055,82.8532682235674,-67.47868251989583,-67.47868251989583,-67.47868251989583,-67.47868251989583,-67.47868251989583,-67.47868251989583,0.0,0.0,0.0,10.0054477588302,20914
2012-03-01,68.33484298761809,-373.5932389733413,-352.9831361000256,58.865900908007546,79.47600377989394,-432.4591398796574,-432.4591398796574,-432.4591398796574,-432.4591398796574,-432.4591398796574,-432.4591398796574,0.0,0.0,0.0,-364.1242968920393,20914
2012-04-01,58.554570366088946,-179.65214414323827,-146.92415024188145,43.22339797814725,75.95139188141394,-222.87554212058188,-222.87554212058188,-222.87554212058188,-222.87554212058188,-222.87554212058188,-222.87554212058188,0.0,0.0,0.0,-164.32097175449294,20914
2012-05-01,49.08979040977042,-778.1592628343464,-733.0862685890696,27.840748044431578,72.91374228413244,-806.0000108736218,-806.0000108736218,-806.0000108736218,-806.0000108736218,-806.0000108736218,-806.0000108736218,0.0,0.0,0.0,-756.9102204638514,20914
2012-06-01,39.30951778824123,57.633529207104274,116.79433137867147,9.835366956308466,68.99616912808712,47.79816225075177,47.79816225075177,47.79816225075177,47.79816225075177,47.79816225075177,47.79816225075177,0.0,0.0,0.0,87.10768003899301,20914
2012-07-01,29.844737831922714,1772.7582706619526,1848.5876215260334,-7.464413767620135,68.36493709537821,1780.2226844320146,1780.2226844320146,1780.2226844320146,1780.2226844320146,1780.2226844320146,1780.2226844320146,0.0,0.0,0.0,1810.0674222639373,20914
2012-08-01,20.064465210393568,261.62174712027047,355.2933916355604,-25.949644986871295,67.72199952719775,287.57139210703156,287.57139210703156,287.57139210703156,287.57139210703156,287.57139210703156,287.57139210703156,0.0,0.0,0.0,307.6358573174251,20914
2012-09-01,10.284192588864423,-586.6564912609381,-475.553449736403,-45.60561060052951,65.49743092732824,-541.0508806606767,-541.0508806606767,-541.0508806606767,-541.0508806606767,-541.0508806606767,-541.0508806606767,0.0,0.0,0.0,-530.7666880718123,20914
2012-10-01,0.819412632545902,-308.22563473201143,-178.46665107381057,-64.70509930139312,65.0538843590131,-243.52053543300718,-243.52053543300718,-243.52053543300718,-243.52053543300718,-243.52053543300718,-243.52053543300718,0.0,0.0,0.0,-242.7011228004613,20914
2012-11-01,-8.960859988983287,-311.2867087968108,-161.37360151544237,-85.61831990875152,64.29478737303602,-225.66838888808616,-225.66838888808616,-225.66838888808616,-225.66838888808616,-225.66838888808616,-225.66838888808616,0.0,0.0,0.0,-234.62924887706944,20914
2012-12-01,-18.425639945301807,-601.356218489685,-431.34838165428016,-104.24877115716274,65.75906567817528,-497.10744733346576,-497.10744733346576,-497.10744733346576,-497.10744733346576,-497.10744733346576,-497.10744733346576,0.0,0.0,0.0,-515.5330872787675,20914
2009-12-01,62.27758687319999,-212.81211770585807,347.6988219871608,62.27758687319999,62.27758687319999,-3.624873745278792,-3.624873745278792,-3.624873745278792,-3.624873745278792,-3.624873745278792,-3.624873745278792,0.0,0.0,0.0,58.6527131279212,21843
2010-01-01,55.14519824136,1049.6360678166006,1602.278189031672,55.14519824136,55.14519824136,1267.9722487782774,1267.9722487782774,1267.9722487782774,1267.9722487782774,1267.9722487782774,1267.9722487782774,0.0,0.0,0.0,1323.1174470196374,21843
2010-02-01,48.012809486335286,-422.1263119069579,165.95584006795522,48.012809486335286,48.012809486335286,-175.17654856241555,-175.17654856241555,-175.17654856241555,-175.17654856241555,-175.17654856241555,-175.17654856241555,0.0,0.0,0.0,-127.16373907608026,21843
2010-03-01,41.57065199820646,-331.8299268933248,215.24662669849752,41.57065199820646,41.57065199820646,-89.7546933692426,-89.7546933692426,-89.7546933692426,-89.7546933692426,-89.7546933692426,-89.7546933692426,0.0,0.0,0.0,-48.184041371036145,21843
2010-04-01,34.438263371153994,-131.76006874720628,418.56891785002665,34.438263371153994,34.438263371153994,108.56488190794013,108.56488190794013,108.56488190794013,108.56488190794013,108.56488190794013,108.56488190794013,0.0,0.0,0.0,143.00314527909413,21843
2010-05-01,27.535951732466675,-7.153098368923885,545.9481725967564,27.535951732466675,27.535951732466675,231.28337368396907,231.28337368396907,231.28337368396907,231.28337368396907,231.28337368396907,231.28337368396907,0.0,0.0,0.0,258.81932541643573,21843
2010-06-01,20.4035631244522,431.9602349289441,1013.1817213574999,20.4035631244522,20.4035631244522,694.0437591477599,694.0437591477599,694.0437591477599,694.0437591477599,694.0437591477599,694.0437591477599,0.0,0.0,0.0,714.4473222722121,21843
2010-07-01,13.501251534867915,147.1514341902122,707.4248149690621,13.501251534867915,13.501251534867915,417.53261147268915,417.53261147268915,417.53261147268915,417.53261147268915,417.53261147268915,417.53261147268915,0.0,0.0,0.0,431.03386300755704,21843
2010-08-01,6.368862910797152,-7.53547894572521,542.0571443617093,6.368862910797152,6.368862910797152,251.8083204790388,251.8083204790388,251.8083204790388,251.8083204790388,251.8083204790388,251.8083204790388,0.0,0.0,0.0,258.17718338983593,21843
2010-09-01,-0.7635233192166904,78.68246857122779,634.7556059816732,-0.7635233192166904,-0.7635233192166904,371.4933731955337,371.4933731955337,371.4933731955337,371.4933731955337,371.4933731955337,371.4933731955337,0.0,0.0,0.0,370.729849876317,21843
2010-10-01,-7.665832361173652,-107.2343594221572,449.23277807843704,-7.665832361173652,-7.665832361173652,181.3388365251099,181.3388365251099,181.3388365251099,181.3388365251099,181.3388365251099,181.3388365251099,0.0,0.0,0.0,173.67300416393627,21843
2010-11-01,-14.798218286977301,-259.2007016071179,303.4009971280848,-14.798218286977301,-14.798218286977301,26.00835568803588,26.00835568803588,26.00835568803588,26.00835568803588,26.00835568803588,26.00835568803588,0.0,0.0,0.0,11.21013740105858,21843
2010-12-01,-21.700527085990963,-130.25687939295696,403.2011349402004,-21.700527085990963,-21.700527085990963,146.48845667458957,146.48845667458957,146.48845667458957,146.48845667458957,146.48845667458957,146.48845667458957,0.0,0.0,0.0,124.78792958859862,21843
2011-01-01,-28.83291257240597,37.63921905103996,631.2153485268224,-28.83291257240597,-28.83291257240597,358.9147382813464,358.9147382813464,358.9147382813464,358.9147382813464,358.9147382813464,358.9147382813464,0.0,0.0,0.0,330.0818257089404,21843
2011-02-01,-35.96489805587817,3.946391376715307,594.528539138534,-35.96489805587817,-35.96489805587817,338.33375795069185,338.33375795069185,338.33375795069185,338.33375795069185,338.33375795069185,338.33375795069185,0.0,0.0,0.0,302.3688598948137,21843
2011-03-01,-42.40669127773008,-87.97616798092174,486.8805515379345,-42.40669127773008,-42.40669127773008,234.87971105398657,234.87971105398657,234.87971105398657,234.87971105398657,234.87971105398657,234.87971105398657,0.0,0.0,0.0,192.47301977625648,21843
2011-04-01,-49.53867667170369,-305.6456436269424,267.15056624354986,-49.53867667170369,-49.53867667170369,6.6034022030444905,6.6034022030444905,6.6034022030444905,6.6034022030444905,6.6034022030444905,6.6034022030444905,0.0,0.0,0.0,-42.9352744686592,21843
2011-05-01,-56.44059802179545,-456.9530564423657,91.09500979391399,-56.44059802179545,-56.44059802179545,-113.85992521707486,-113.85992521707486,-113.85992521707486,-113.85992521707486,-113.85992521707486,-113.85992521707486,0.0,0.0,0.0,-170.3005232388703,21843
2011-06-01,-63.57258350178625,-582.5466509199393,-13.890470464761782,-63.57258350178625,-63.57258350178625,-236.4261415746227,-236.4261415746227,-236.4261415746227,-236.4261415746227,-236.4261415746227,-236.4261415746227,0.0,0.0,0.0,-299.99872507640896,21843
2011-07-01,-70.47450508795632,1708.9211842399232,2326.5699604493125,-70.47450508795632,-70.47450508795632,2091.5789815435955,2091.5789815435955,2091.5789815435955,2091.5789815435955,2091.5789815435955,2091.5789815435955,0.0,0.0,0.0,2021.1044764556393,21843
2011-08-01,-77.60649087785075,-505.7958977392123,59.532039406283936,-77.60649087785075,-77.60649087785075,-148.43869076001,-148.43869076001,-148.43869076001,-148.43869076001,-148.43869076001,-148.43869076001,0.0,0.0,0.0,-226.04518163786074,21843
2011-09-01,-84.73847666774516,-443.01336540511636,153.76914430413885,-84.73847666774516,-84.73847666774516,-46.28752024997013,-46.28752024997013,-46.28752024997013,-46.28752024997013,-46.28752024997013,-46.28752024997013,0.0,0.0,0.0,-131.0259969177153,21843
2011-10-01,-91.64039839990104,-230.59574901744085,306.7717656913137,-91.64039839990104,-91.64039839990104,124.54425308588748,124.54425308588748,124.54425308588748,124.54425308588748,124.54425308588748,124.54425308588748,0.0,0.0,0.0,32.90385468598643,21843
2011-11-01,-98.77238418979549,-3.3931045594842075,568.3238796502712,-98.77238418979549,-98.77238418979549,381.9073195156744,381.9073195156744,381.9073195156744,381.9073195156744,381.9073195156744,381.9073195156744,0.0,0.0,0.0,283.13493532587887,21843
2011-12-01,-105.6743059219514,-97.49697243687628,451.16424764194596,-105.6743059219514,-105.6743059219514,283.17850349537497,283.17850349537497,283.17850349537497,283.17850349537497,283.17850349537497,283.17850349537497,0.0,0.0,0.0,177.50419757342357,21843
2012-01-01,-112.80629171184584,-942.471628121627,-370.6892652996798,-112.80630870692241,-112.8062760263341,-544.131933444496,-544.131933444496,-544.131933444496,-544.131933444496,-544.131933444496,-544.131933444496,0.0,0.0,0.0,-656.9382251563418,21843
2012-02-01,-119.93827750174026,474.1259666477878,1039.6624283445674,-119.93833101499449,-119.93822785752454,868.293943225494,868.293943225494,868.293943225494,868.293943225494,868.293943225494,868.293943225494,0.0,0.0,0.0,748.3556657237538,21843
2012-03-01,-126.61013517615766,-1178.6690742517983,-601.5927021342213,-126.61024183603664,-126.61003624882072,-766.7034484765445,-766.7034484765445,-766.7034484765445,-766.7034484765445,-766.7034484765445,-766.7034484765445,0.0,0.0,0.0,-893.3135836527022,21843
2012-04-01,-133.74212096605208,-152.37395654417912,424.40457858990527,-133.7422843721795,-133.7419638882349,271.21786874746607,271.21786874746607,271.21786874746607,271.21786874746607,271.21786874746607,271.21786874746607,0.0,0.0,0.0,137.475747781414,21843
2012-05-01,-140.64404269820798,486.4884663398525,1026.8836804089394,-140.64427184294576,-140.64380694132794,901.9747534566219,901.9747534566219,901.9747534566219,901.9747534566219,901.9747534566219,901.9747534566219,0.0,0.0,0.0,761.3307107584139,21843
2012-06-01,-147.77602848810238,2209.2060100519943,2787.422273663037,-147.7763190617964,-147.77571467071812,2630.601452194368,2630.601452194368,2630.601452194368,2630.601452194368,2630.601452194368,2630.601452194368,0.0,0.0,0.0,2482.8254237062656,21843
2012-07-01,-154.6779502202583,-3345.416922977292,-2774.9823752067664,-154.67831651590262,-154.6775569014835,-2910.7741282796133,-2910.7741282796133,-2910.7741282796133,-2910.7741282796133,-2910.7741282796133,-2910.7741282796133,0.0,0.0,0.0,-3065.4520784998717,21843
2012-08-01,-161.8099360101527,560.3074774898595,1105.1947798918002,-161.81040219611754,-161.8094587460265,976.9529943764705,976.9529943764705,976.9529943764705,976.9529943764705,976.9529943764705,976.9529943764705,0.0,0.0,0.0,815.1430583663179,21843
2012-09-01,-168.94192180004717,745.8081829742122,1340.794152931929,-168.94248665384234,-168.9413637977233,1202.5616032242342,1202.5616032242342,1202.5616032242342,1202.5616032242342,1202.5616032242342,1202.5616032242342,0.0,0.0,0.0,1033.619681424187,21843
2012-10-01,-175.84384353220304,-148.6196143464246,432.34155713310315,-175.84449668047333,-175.8431911169371,324.86350331283865,324.86350331283865,324.86350331283865,324.86350331283865,324.86350331283865,324.86350331283865,0.0,0.0,0.0,149.0196597806356,21843
2012-11-01,-182.97582932209752,-1144.7120871392433,-603.8265792821895,-182.97659018469412,-182.9750910447318,-678.5710580199086,-678.5710580199086,-678.5710580199086,-678.5710580199086,-678.5710580199086,-678.5710580199086,0.0,0.0,0.0,-861.5468873420061,21843
