,Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Total Cost,Year-Month,MonthName
1036,489546,48188,DOOR MAT WELCOME PUPPIES,2,2009-12-01 12:30:00,6.75,14156.0,EIRE,13.5,2009-12,December
1037,489546,48194,DOORMAT HEARTS,2,2009-12-01 12:30:00,6.75,14156.0,EIRE,13.5,2009-12,December
1038,489546,48129,DOOR MAT TOPIARY,2,2009-12-01 12:30:00,6.75,14156.0,EIRE,13.5,2009-12,December
1039,489546,84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,6,2009-12-01 12:30:00,3.75,14156.0,EIRE,22.5,2009-12,December
1040,489546,21781,MA CAMPAGNE CUTLERY BOX,1,2009-12-01 12:30:00,14.95,14156.0,EIRE,14.95,2009-12,December
1041,489546,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2009-12-01 12:30:00,4.95,14156.0,EIRE,14.850000000000001,2009-12,December
1042,489546,21485,RED SPOT HEART HOT WATER BOTTLE,3,2009-12-01 12:30:00,4.95,14156.0,EIRE,14.850000000000001,2009-12,December
1043,489546,21484,CHICK GREY HOT WATER BOTTLE,4,2009-12-01 12:30:00,3.45,14156.0,EIRE,13.8,2009-12,December
1044,489546,20692,FLORAL ELEPHANT SOFT TOY,9,2009-12-01 12:30:00,4.25,14156.0,EIRE,38.25,2009-12,December
1045,489546,20768,GREEN FERN JOURNAL ,6,2009-12-01 12:30:00,2.55,14156.0,EIRE,15.299999999999999,2009-12,December
1046,489546,21082,SET/20 FRUIT SALAD PAPER NAPKINS ,12,2009-12-01 12:30:00,0.85,14156.0,EIRE,10.2,2009-12,December
1047,489546,47591D,PINK FAIRY CAKE CHILD'S APRON,8,2009-12-01 12:30:00,1.95,14156.0,EIRE,15.6,2009-12,December
1048,489546,47591B,SCOTTIES DES CHILD'S APRON,8,2009-12-01 12:30:00,1.65,14156.0,EIRE,13.2,2009-12,December
1049,489546,21004,ROSE DU SUD CHILDS APRON,3,2009-12-01 12:30:00,4.25,14156.0,EIRE,12.75,2009-12,December
1050,489546,21212,PACK OF 72 RETRO SPOT CAKE CASES,24,2009-12-01 12:30:00,0.55,14156.0,EIRE,13.200000000000001,2009-12,December
1051,489546,20751,FUNKY WASHING UP GLOVES ASSORTED,12,2009-12-01 12:30:00,2.1,14156.0,EIRE,25.200000000000003,2009-12,December
1052,489546,22195,LARGE HEART MEASURING SPOONS,12,2009-12-01 12:30:00,1.65,14156.0,EIRE,19.799999999999997,2009-12,December
1053,489546,22196,SMALL HEART MEASURING SPOONS,12,2009-12-01 12:30:00,0.85,14156.0,EIRE,10.2,2009-12,December
1054,489546,22199,FRYING PAN RED POLKADOT ,4,2009-12-01 12:30:00,4.25,14156.0,EIRE,17.0,2009-12,December
1111,489550,48187,DOOR MAT NEW ENGLAND,2,2009-12-01 12:33:00,6.75,14156.0,EIRE,13.5,2009-12,December
1112,489550,21523,FANCY FONT HOME SWEET HOME DOORMAT,2,2009-12-01 12:33:00,6.75,14156.0,EIRE,13.5,2009-12,December
1113,489550,84968C,S/16 VINTAGE PISTACHIO CUTLERY,4,2009-12-01 12:33:00,12.75,14156.0,EIRE,51.0,2009-12,December
1114,489550,84968F,S/16 VINTAGE SKY BLUE CUTLERY,2,2009-12-01 12:33:00,12.75,14156.0,EIRE,25.5,2009-12,December
1115,489550,84968B,S/16 VINTAGE IVORY CUTLERY,2,2009-12-01 12:33:00,12.75,14156.0,EIRE,25.5,2009-12,December
1116,489550,21977,PACK OF 60 PINK PAISLEY CAKE CASES,48,2009-12-01 12:33:00,0.55,14156.0,EIRE,26.400000000000002,2009-12,December
1117,489550,22276,WASH BAG VINTAGE ROSE PAISLEY,6,2009-12-01 12:33:00,2.55,14156.0,EIRE,15.299999999999999,2009-12,December
1118,489550,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,4,2009-12-01 12:33:00,9.95,14156.0,EIRE,39.8,2009-12,December
1119,489550,85231L,LAVENDER SCENTED SET/9 T-LIGHTS,12,2009-12-01 12:33:00,0.85,14156.0,EIRE,10.2,2009-12,December
1120,489550,85231G,ORANGE SCENTED SET/9 T-LIGHTS,12,2009-12-01 12:33:00,0.85,14156.0,EIRE,10.2,2009-12,December
1121,489550,21618,4 WILDFLOWER BOTANICAL CANDLES,6,2009-12-01 12:33:00,3.75,14156.0,EIRE,22.5,2009-12,December
1122,489550,21615,4 LAVENDER BOTANICAL DINNER CANDLES,6,2009-12-01 12:33:00,3.75,14156.0,EIRE,22.5,2009-12,December
1123,489550,21619,4 VANILLA BOTANICAL CANDLES,6,2009-12-01 12:33:00,3.75,14156.0,EIRE,22.5,2009-12,December
1124,489550,21612,SET 12 WILDFLOWER BOTANICAL T-LIGHT,6,2009-12-01 12:33:00,2.95,14156.0,EIRE,17.700000000000003,2009-12,December
1125,489550,85049A,TRADITIONAL CHRISTMAS RIBBONS,12,2009-12-01 12:33:00,1.25,14156.0,EIRE,15.0,2009-12,December
1126,489550,85049B,LUSH GREENS RIBBONS,12,2009-12-01 12:33:00,1.25,14156.0,EIRE,15.0,2009-12,December
1127,489550,85049G,CHOCOLATE BOX RIBBONS ,12,2009-12-01 12:33:00,1.25,14156.0,EIRE,15.0,2009-12,December
1128,489550,21175,GIN + TONIC DIET METAL SIGN,6,2009-12-01 12:33:00,2.1,14156.0,EIRE,12.600000000000001,2009-12,December
1129,489550,21770,OPEN CLOSED METAL SIGN,2,2009-12-01 12:33:00,4.95,14156.0,EIRE,9.9,2009-12,December
1130,489550,20747,PICCADILLY TEA SET,2,2009-12-01 12:33:00,14.95,14156.0,EIRE,29.9,2009-12,December
1131,489550,37500,TEA TIME TEAPOT IN GIFT BOX,2,2009-12-01 12:33:00,9.95,14156.0,EIRE,19.9,2009-12,December
1132,489550,84991,60 TEATIME FAIRY CAKE CASES,48,2009-12-01 12:33:00,0.55,14156.0,EIRE,26.400000000000002,2009-12,December
1133,489550,21637,ASSORTED SANSKRIT MINI NOTEBOOK,18,2009-12-01 12:33:00,1.25,14156.0,EIRE,22.5,2009-12,December
9260,490127,21181,PLEASE ONE PERSON  METAL SIGN,6,2009-12-03 18:13:00,2.1,14156.0,EIRE,12.600000000000001,2009-12,December
9261,490127,21770,OPEN CLOSED METAL SIGN,2,2009-12-03 18:13:00,4.95,14156.0,EIRE,9.9,2009-12,December
9262,490127,21903,MAN FLU METAL SIGN,6,2009-12-03 18:13:00,2.1,14156.0,EIRE,12.600000000000001,2009-12,December
9263,490127,22112,CHOCOLATE HOT WATER BOTTLE,6,2009-12-03 18:13:00,4.95,14156.0,EIRE,29.700000000000003,2009-12,December
9264,490127,22114,HOT WATER BOTTLE TEA AND SYMPATHY,8,2009-12-03 18:13:00,3.95,14156.0,EIRE,31.6,2009-12,December
9265,490127,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,3,2009-12-03 18:13:00,4.95,14156.0,EIRE,14.850000000000001,2009-12,December
9266,490127,22186,RED STAR CARD HOLDER,6,2009-12-03 18:13:00,2.95,14156.0,EIRE,17.700000000000003,2009-12,December
9267,490127,22200,FRYING PAN PINK POLKADOT ,4,2009-12-03 18:13:00,4.25,14156.0,EIRE,17.0,2009-12,December
9268,490127,22202,MILK PAN PINK RETROSPOT,4,2009-12-03 18:13:00,3.75,14156.0,EIRE,15.0,2009-12,December
9269,490127,22215,CAKE STAND WHITE TWO TIER LACE,2,2009-12-03 18:13:00,8.5,14156.0,EIRE,17.0,2009-12,December
9270,490127,22218,CAKE STAND LACE WHITE,3,2009-12-03 18:13:00,4.25,14156.0,EIRE,12.75,2009-12,December
9271,490127,22275,WEEKEND BAG VINTAGE ROSE PAISLEY,2,2009-12-03 18:13:00,8.5,14156.0,EIRE,17.0,2009-12,December
9272,490127,22276,WASH BAG VINTAGE ROSE PAISLEY,6,2009-12-03 18:13:00,2.55,14156.0,EIRE,15.299999999999999,2009-12,December
9273,490127,22323,PINK POLKADOT KIDS BAG,3,2009-12-03 18:13:00,4.95,14156.0,EIRE,14.850000000000001,2009-12,December
9274,490127,22347,PIZZA SLICE DISH,12,2009-12-03 18:13:00,1.25,14156.0,EIRE,15.0,2009-12,December
9275,490127,22348,TEA BAG PLATE RED SPOTTY ,12,2009-12-03 18:13:00,0.85,14156.0,EIRE,10.2,2009-12,December
9276,490127,22415,WHITE TISSUE REAM,1,2009-12-03 18:13:00,7.95,14156.0,EIRE,7.95,2009-12,December
9277,490127,37500,TEA TIME TEAPOT IN GIFT BOX,2,2009-12-03 18:13:00,9.95,14156.0,EIRE,19.9,2009-12,December
9278,490127,37503,TEA TIME CAKE STAND IN GIFT BOX,2,2009-12-03 18:13:00,10.75,14156.0,EIRE,21.5,2009-12,December
9279,490127,45008C,DECORATIVE NET CANOPY CREAM,2,2009-12-03 18:13:00,8.95,14156.0,EIRE,17.9,2009-12,December
9280,490127,47503G,ASS FLORAL PRINT TAPE MEASURE,12,2009-12-03 18:13:00,1.25,14156.0,EIRE,15.0,2009-12,December
9281,490127,47580,TEA TIME DES TEA COSY,6,2009-12-03 18:13:00,2.55,14156.0,EIRE,15.299999999999999,2009-12,December
9282,490127,20750, RED/WHITE DOT MINI CASES,2,2009-12-03 18:13:00,7.95,14156.0,EIRE,15.9,2009-12,December
9283,490127,20753,RETRO PINK SPOT WASHING UP GLOVES,6,2009-12-03 18:13:00,2.1,14156.0,EIRE,12.600000000000001,2009-12,December
9284,490127,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2009-12-03 18:13:00,1.95,14156.0,EIRE,23.4,2009-12,December
9285,490127,84378,SET OF 3 HEART COOKIE CUTTERS,12,2009-12-03 18:13:00,1.25,14156.0,EIRE,15.0,2009-12,December
9286,490127,84562A,PINK/WHITE RIBBED MELAMINE JUG,2,2009-12-03 18:13:00,7.95,14156.0,EIRE,15.9,2009-12,December
9287,490127,84854,GIRLY PINK TOOL SET,4,2009-12-03 18:13:00,4.95,14156.0,EIRE,19.8,2009-12,December
9288,490127,84880,WHITE WIRE EGG HOLDER,3,2009-12-03 18:13:00,5.95,14156.0,EIRE,17.85,2009-12,December
9289,490127,84991,60 TEATIME FAIRY CAKE CASES,24,2009-12-03 18:13:00,0.55,14156.0,EIRE,13.200000000000001,2009-12,December
9290,490127,84993A,75 GREEN PETIT FOUR CASES,24,2009-12-03 18:13:00,0.42,14156.0,EIRE,10.08,2009-12,December
9291,490127,85232A,SET/3 POLKA DOT STACKING TINS,3,2009-12-03 18:13:00,4.95,14156.0,EIRE,14.850000000000001,2009-12,December
14482,490541,85123A,WHITE HANGING HEART T-LIGHT HOLDER,96,2009-12-07 09:25:00,2.55,,EIRE,244.79999999999998,2009-12,December
14483,490542,47570B,TEA TIME TABLE CLOTH,8,2009-12-07 09:42:00,10.65,14911.0,EIRE,85.2,2009-12,December
14484,490542,79341,WILLOW BRANCH LIGHTS.,12,2009-12-07 09:42:00,6.75,14911.0,EIRE,81.0,2009-12,December
14485,490542,37449,CERAMIC CAKE STAND + HANGING CAKES,8,2009-12-07 09:42:00,8.5,14911.0,EIRE,68.0,2009-12,December
14486,490542,22275,WEEKEND BAG VINTAGE ROSE PAISLEY,12,2009-12-07 09:42:00,7.65,14911.0,EIRE,91.80000000000001,2009-12,December
14487,490542,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,9,2009-12-07 09:42:00,4.95,14911.0,EIRE,44.550000000000004,2009-12,December
14488,490542,22138,BAKING SET 9 PIECE RETROSPOT ,9,2009-12-07 09:42:00,4.95,14911.0,EIRE,44.550000000000004,2009-12,December
14489,490542,37343,SPOTS DESIGN MUG W PINK INSIDE,12,2009-12-07 09:42:00,1.65,14911.0,EIRE,19.799999999999997,2009-12,December
14490,490542,21477,STRING OF 20 ROSE LIGHTS,2,2009-12-07 09:42:00,12.75,14911.0,EIRE,25.5,2009-12,December
14491,490542,21479,WHITE SKULL HOT WATER BOTTLE ,4,2009-12-07 09:42:00,3.75,14911.0,EIRE,15.0,2009-12,December
14492,490542,84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,3,2009-12-07 09:42:00,4.65,14911.0,EIRE,13.950000000000001,2009-12,December
14493,490542,84029E,RED WOOLLY HOTTIE WHITE HEART.,8,2009-12-07 09:42:00,3.75,14911.0,EIRE,30.0,2009-12,December
14494,490542,47591D,PINK FAIRY CAKE CHILD'S APRON,8,2009-12-07 09:42:00,1.95,14911.0,EIRE,15.6,2009-12,December
14495,490542,47591C,BLUE FAIRY CAKE CHILD'S APRON,8,2009-12-07 09:42:00,1.95,14911.0,EIRE,15.6,2009-12,December
14496,490542,15060B,FAIRY CAKE DESIGN UMBRELLA,4,2009-12-07 09:42:00,3.75,14911.0,EIRE,15.0,2009-12,December
14497,490542,48129,DOOR MAT TOPIARY,2,2009-12-07 09:42:00,6.75,14911.0,EIRE,13.5,2009-12,December
14498,490542,85065,CREAM SWEETHEART TRAYS,1,2009-12-07 09:42:00,12.75,14911.0,EIRE,12.75,2009-12,December
14499,490542,46000S,POLYESTER FILLER PAD 40x40cm,6,2009-12-07 09:42:00,1.45,14911.0,EIRE,8.7,2009-12,December
14500,490542,84619,BLUE GINGHAM ROSE QUILT ,1,2009-12-07 09:42:00,45.95,14911.0,EIRE,45.95,2009-12,December
14501,490542,79072,TEATIME CAKE TIN WITH HANDLE,2,2009-12-07 09:42:00,9.95,14911.0,EIRE,19.9,2009-12,December
15440,490687,21257,VICTORIAN SEWING BOX MEDIUM,2,2009-12-07 13:49:00,7.95,14911.0,EIRE,15.9,2009-12,December
15441,490687,21469,POLKA DOT RAFFIA FOOD COVER,6,2009-12-07 13:49:00,3.75,14911.0,EIRE,22.5,2009-12,December
15442,490687,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,2,2009-12-07 13:49:00,9.95,14911.0,EIRE,19.9,2009-12,December
15443,490687,85132C,CHARLIE AND LOLA FIGURES TINS,2,2009-12-07 13:49:00,9.95,14911.0,EIRE,19.9,2009-12,December
15444,490687,85132A,CHARLIE + LOLA BISCUITS TINS,2,2009-12-07 13:49:00,9.95,14911.0,EIRE,19.9,2009-12,December
15445,490687,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2009-12-07 13:49:00,2.95,14911.0,EIRE,35.400000000000006,2009-12,December
15446,490687,46000P,POLYESTER FILLER PAD 65CMx65CM,2,2009-12-07 13:49:00,4.25,14911.0,EIRE,8.5,2009-12,December
15447,490687,85047,WHITE BEADED GARLAND STRING 20LIGHT,4,2009-12-07 13:49:00,6.35,14911.0,EIRE,25.4,2009-12,December
15448,490687,85042,ANTIQUE LILY FAIRY LIGHTS,4,2009-12-07 13:49:00,4.95,14911.0,EIRE,19.8,2009-12,December
15449,490687,84991,60 TEATIME FAIRY CAKE CASES,24,2009-12-07 13:49:00,0.55,14911.0,EIRE,13.200000000000001,2009-12,December
15450,490687,84987,SET OF 36 TEATIME PAPER DOILIES,12,2009-12-07 13:49:00,1.45,14911.0,EIRE,17.4,2009-12,December
15451,490687,84949,SILVER HANGING T-LIGHT HOLDER,12,2009-12-07 13:49:00,1.65,14911.0,EIRE,19.799999999999997,2009-12,December
15452,490687,84946,ANTIQUE SILVER TEA GLASS ETCHED,12,2009-12-07 13:49:00,1.25,14911.0,EIRE,15.0,2009-12,December
15453,490687,22198,"POPCORN HOLDER , LARGE",12,2009-12-07 13:49:00,1.65,14911.0,EIRE,19.799999999999997,2009-12,December
15454,490687,37503,TEA TIME CAKE STAND IN GIFT BOX,4,2009-12-07 13:49:00,10.75,14911.0,EIRE,43.0,2009-12,December
15455,490687,21843,RETRO SPOT CAKE STAND,4,2009-12-07 13:49:00,10.95,14911.0,EIRE,43.8,2009-12,December
15456,490687,22138,BAKING SET 9 PIECE RETROSPOT ,6,2009-12-07 13:49:00,4.95,14911.0,EIRE,29.700000000000003,2009-12,December
15457,490687,22114,HOT WATER BOTTLE TEA AND SYMPATHY,6,2009-12-07 13:49:00,3.95,14911.0,EIRE,23.700000000000003,2009-12,December
15458,490687,22112,CHOCOLATE HOT WATER BOTTLE,8,2009-12-07 13:49:00,4.95,14911.0,EIRE,39.6,2009-12,December
15459,490687,22101,MIRROR MOSAIC VOTIVE HOLDER,6,2009-12-07 13:49:00,2.1,14911.0,EIRE,12.600000000000001,2009-12,December
15460,490687,21784,SHOE SHINE BOX ,2,2009-12-07 13:49:00,9.95,14911.0,EIRE,19.9,2009-12,December
15461,490687,21737,SET 3 WICKER LOG BASKETS,2,2009-12-07 13:49:00,19.95,14911.0,EIRE,39.9,2009-12,December
15462,490687,21733,RED HANGING HEART T-LIGHT HOLDER,12,2009-12-07 13:49:00,2.95,14911.0,EIRE,35.400000000000006,2009-12,December
15463,490687,21674,RIDGED GLASS PENDANT LAMPSHADE,2,2009-12-07 13:49:00,16.95,14911.0,EIRE,33.9,2009-12,December
15464,490687,21648,ASSORTED TUTTI FRUTTI SMALL PURSE,24,2009-12-07 13:49:00,1.25,14911.0,EIRE,30.0,2009-12,December
15465,490687,21553,CERAMIC BIRDHOUSE FINCH BLUE  LARGE,2,2009-12-07 13:49:00,5.95,14911.0,EIRE,11.9,2009-12,December
15466,490687,21552,CERAMIC BIRDHOUSE BLACK ROSE  LARGE,2,2009-12-07 13:49:00,5.95,14911.0,EIRE,11.9,2009-12,December
15467,490687,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,6,2009-12-07 13:49:00,3.75,14911.0,EIRE,22.5,2009-12,December
15477,490687,21258,VICTORIAN SEWING BOX LARGE,1,2009-12-07 13:49:00,12.75,14911.0,EIRE,12.75,2009-12,December
15478,490687,21210,SET OF 72 RETRO SPOT PAPER  DOILIES,12,2009-12-07 13:49:00,1.45,14911.0,EIRE,17.4,2009-12,December
15479,490687,21212,PACK OF 72 RETRO SPOT CAKE CASES,24,2009-12-07 13:49:00,0.55,14911.0,EIRE,13.200000000000001,2009-12,December
15480,490687,21976,PACK OF 60 MUSHROOM CAKE CASES,24,2009-12-07 13:49:00,0.55,14911.0,EIRE,13.200000000000001,2009-12,December
15481,490687,21146,ANTIQUE GLASS RIDGED HANGING BALL,12,2009-12-07 13:49:00,1.95,14911.0,EIRE,23.4,2009-12,December
15482,490687,21143,ANTIQUE GLASS HEART DECORATION ,12,2009-12-07 13:49:00,1.95,14911.0,EIRE,23.4,2009-12,December
15483,490687,20754,RETRO RED SPOTTY WASHING UP GLOVES,6,2009-12-07 13:49:00,2.1,14911.0,EIRE,12.600000000000001,2009-12,December
15484,490687,20752,RETRO BLUE SPOTTY WASHING UP GLOVES,6,2009-12-07 13:49:00,2.1,14911.0,EIRE,12.600000000000001,2009-12,December
15485,490687,20751,FUNKY WASHING UP GLOVES ASSORTED,18,2009-12-07 13:49:00,2.1,14911.0,EIRE,37.800000000000004,2009-12,December
15486,490687,20749,ASSORTED COLOUR MINI CASES,4,2009-12-07 13:49:00,7.95,14911.0,EIRE,31.8,2009-12,December
15487,490687,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,8,2009-12-07 13:49:00,4.95,14911.0,EIRE,39.6,2009-12,December
15488,490687,22187,GREEN CHRISTMAS TREE CARD HOLDER,4,2009-12-07 13:49:00,4.25,14911.0,EIRE,17.0,2009-12,December
16055,C490721,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2009-12-07 15:45:00,1.25,14156.0,EIRE,-1.25,2009-12,December
16056,C490721,84782C,GREEN 3 TIER GLASS PLATE STAND,-1,2009-12-07 15:45:00,12.75,14156.0,EIRE,-12.75,2009-12,December
18174,C490934,20914,SET/5 RED SPOTTY LID GLASS BOWLS,-1,2009-12-08 13:49:00,2.55,14156.0,EIRE,-2.55,2009-12,December
19286,490972,20888,SET 3 JARDIN DE FEMME SCENT CANDLES,24,2009-12-08 16:40:00,1.25,14911.0,EIRE,30.0,2009-12,December
19287,490972,72753C,S/3 FLWR FAIRY ROSE CANDLES,16,2009-12-08 16:40:00,2.1,14911.0,EIRE,33.6,2009-12,December
19288,490972,72753A,S/3 FLWR FAIRY LILLY CANDLES,16,2009-12-08 16:40:00,2.1,14911.0,EIRE,33.6,2009-12,December
19289,490972,84396,6 HOOK JEWELLERY STAND BLACK DRESS,12,2009-12-08 16:40:00,1.95,14911.0,EIRE,23.4,2009-12,December
19290,490972,21164,HOME SWEET HOME METAL SIGN ,18,2009-12-08 16:40:00,2.95,14911.0,EIRE,53.1,2009-12,December
19291,490972,21908,CHOCOLATE THIS WAY METAL SIGN,18,2009-12-08 16:40:00,2.1,14911.0,EIRE,37.800000000000004,2009-12,December
19292,490972,84971S,SMALL HEART FLOWERS HOOK ,48,2009-12-08 16:40:00,0.85,14911.0,EIRE,40.8,2009-12,December
19293,490972,82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",16,2009-12-08 16:40:00,1.25,14911.0,EIRE,20.0,2009-12,December
19294,490972,82613D,METAL SIGN CUPCAKE SINGLE HOOK,16,2009-12-08 16:40:00,1.25,14911.0,EIRE,20.0,2009-12,December
19295,490972,22415,WHITE TISSUE REAM,2,2009-12-08 16:40:00,7.95,14911.0,EIRE,15.9,2009-12,December
19296,490972,21669,BLUE STRIPE CERAMIC DRAWER KNOB,48,2009-12-08 16:40:00,1.25,14911.0,EIRE,60.0,2009-12,December
19297,490972,21668,RED STRIPE CERAMIC DRAWER KNOB,48,2009-12-08 16:40:00,1.25,14911.0,EIRE,60.0,2009-12,December
19298,490972,21670,BLUE SPOT CERAMIC DRAWER KNOB,24,2009-12-08 16:40:00,1.25,14911.0,EIRE,30.0,2009-12,December
